"Family","Genus","Species","ID","Agei","Ri","Agecpt","Rcpt","Lcpt","L0p","R0p","Li_sp_m","Li_sp_sd","Li_sploc_m","Li_sploc_sd","Bodymass","Location","Observer"
"Apogonidae","Ostorhinchus","Ostorhinchus angustatus","OS_AN_MO_03_16_011",2,0.368289847,4,0.52207375,70.369,4.25,0.025495098,50.5348920873963,1.92334639511441,50.5408988501257,1.97990412319343,3.5,"Moorea","Guillemette de Synéty and Jérémy Wicquart"
"Apogonidae","Ostorhinchus","Ostorhinchus angustatus","OS_AN_MO_03_16_011",3,0.432911825,4,0.52207375,70.369,4.25,0.025495098,58.8970048590953,1.23110458169177,58.9001622277353,1.26707157060268,3.5,"Moorea","Guillemette de Synéty and Jérémy Wicquart"
"Apogonidae","Ostorhinchus","Ostorhinchus angustatus","OS_AN_MO_03_16_011",4,0.484796312,4,0.52207375,70.369,4.25,0.025495098,65.5807043412905,0.550370413289952,65.5818989783385,0.566381265816056,3.5,"Moorea","Guillemette de Synéty and Jérémy Wicquart"
"Apogonidae","Ostorhinchus","Ostorhinchus angustatus","OS_AN_MO_03_16_012",0,NA,3,0.527522511,67.607,4.25,NA,4.25,1.59521553323905e-16,4.25,1.77101841458798e-16,3,"Moorea","Guillemette de Synéty and Jérémy Wicquart"
"Apogonidae","Ostorhinchus","Ostorhinchus angustatus","OS_AN_MO_03_16_012",1,0.309523828,3,0.527522511,67.607,4.25,NA,42.284558290739,2.60466423455608,42.290520980775,2.65774219490439,3,"Moorea","Guillemette de Synéty and Jérémy Wicquart"
"Apogonidae","Ostorhinchus","Ostorhinchus angustatus","OS_AN_MO_03_16_012",2,0.401724696,3,0.527522511,67.607,4.25,NA,53.0888214928826,1.72321718716592,53.0919511347077,1.75991030359714,3,"Moorea","Guillemette de Synéty and Jérémy Wicquart"
"Apogonidae","Ostorhinchus","Ostorhinchus angustatus","OS_AN_MO_03_16_012",3,0.482502168,3,0.527522511,67.607,4.25,NA,62.4355054680809,0.676504357976617,62.4364727545059,0.691261764762408,3,"Moorea","Guillemette de Synéty and Jérémy Wicquart"
"Apogonidae","Ostorhinchus","Ostorhinchus angustatus","OS_AN_MO_03_16_013",0,0.017804494,3,0.553364256,60.236,4.25,0.017804494,4.25,2.75584558420337e-16,4.25,2.88181145059151e-16,2.9,"Moorea","Guillemette de Synéty and Jérémy Wicquart"
"Apogonidae","Ostorhinchus","Ostorhinchus angustatus","OS_AN_MO_03_16_013",1,0.246868386,3,0.553364256,60.236,4.25,0.017804494,30.2815565484804,2.43448668009699,30.2929750100985,2.50648150369705,2.9,"Moorea","Guillemette de Synéty and Jérémy Wicquart"
"Apogonidae","Ostorhinchus","Ostorhinchus angustatus","OS_AN_MO_03_16_013",2,0.360040821,3,0.553364256,60.236,4.25,0.017804494,41.6400865430828,1.90230736856144,41.6466253578433,1.95760599491985,2.9,"Moorea","Guillemette de Synéty and Jérémy Wicquart"
"Apogonidae","Ostorhinchus","Ostorhinchus angustatus","OS_AN_MO_03_16_013",3,0.476715582,3,0.553364256,60.236,4.25,0.017804494,52.9569693142429,0.873096015499077,52.9591396046071,0.89820193948933,2.9,"Moorea","Guillemette de Synéty and Jérémy Wicquart"
"Apogonidae","Ostorhinchus","Ostorhinchus angustatus","OS_AN_MO_03_16_014",0,NA,3,0.510580062,57.957,4.25,NA,4.25,1.82045167829484e-16,4.25,2.1161061205449e-16,2.4,"Moorea","Guillemette de Synéty and Jérémy Wicquart"
"Apogonidae","Ostorhinchus","Ostorhinchus angustatus","OS_AN_MO_03_16_014",1,0.314607692,3,0.510580062,57.957,4.25,NA,38.4535502905245,2.0800967430266,38.4643355064073,2.14016908587313,2.4,"Moorea","Guillemette de Synéty and Jérémy Wicquart"
"Apogonidae","Ostorhinchus","Ostorhinchus angustatus","OS_AN_MO_03_16_014",2,0.408639602,3,0.510580062,57.957,4.25,NA,47.9152893271408,1.23526044551115,47.9202333578165,1.27068190152168,2.4,"Moorea","Guillemette de Synéty and Jérémy Wicquart"
"Apogonidae","Ostorhinchus","Ostorhinchus angustatus","OS_AN_MO_03_16_014",3,0.47935028,3,0.510580062,57.957,4.25,NA,54.9006896873365,0.408971718964553,54.9020381778617,0.420647122710818,2.4,"Moorea","Guillemette de Synéty and Jérémy Wicquart"
"Apogonidae","Ostorhinchus","Ostorhinchus angustatus","OS_AN_MO_03_16_015",0,0.021633308,2,0.363917573,46.392,4.25,0.021633308,4.25,3.54760169801051e-16,4.25,3.71598142767969e-16,1.2,"Moorea","Guillemette de Synéty and Jérémy Wicquart"
"Apogonidae","Ostorhinchus","Ostorhinchus angustatus","OS_AN_MO_03_16_015",1,0.253917309,2,0.363917573,46.392,4.25,0.021633308,33.5280406238224,1.34112607466065,33.5317069536969,1.3799088289534,1.2,"Moorea","Guillemette de Synéty and Jérémy Wicquart"
"Apogonidae","Ostorhinchus","Ostorhinchus angustatus","OS_AN_MO_03_16_015",2,0.329976497,2,0.363917573,46.392,4.25,0.021633308,42.4517183071867,0.485114980446003,42.4525775128823,0.499015236092047,1.2,"Moorea","Guillemette de Synéty and Jérémy Wicquart"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_274",0,NA,1,1.080875755,52.214,4.25,NA,NA,NA,NA,NA,1.6,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_274",1,0.951118289,1,1.080875755,52.214,4.25,NA,NA,NA,NA,NA,1.6,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_275",0,NA,1,1.12723513,57.063,4.25,NA,NA,NA,NA,NA,2,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_275",1,1.014217432,1,1.12723513,57.063,4.25,NA,NA,NA,NA,NA,2,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_276",0,NA,1,1.103212833,53.593,4.25,NA,NA,NA,NA,NA,1.7,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_276",1,0.985085783,1,1.103212833,53.593,4.25,NA,NA,NA,NA,NA,1.7,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_277",0,NA,2,1.274172467,69.322,4.25,NA,4.25,0,4.25,0,3.8,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_277",1,0.910290613,2,1.274172467,69.322,4.25,NA,48.3499475645708,1.84262857396925,48.305282236313,1.88135971316917,3.8,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_277",2,1.182411909,2,1.274172467,69.322,4.25,NA,63.9266235173594,0.555117581574444,63.9128254576658,0.566618292548044,3.8,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_278",0,NA,2,1.287813377,66.043,4.25,NA,4.25,0,4.25,0,3.3,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_278",1,1.017180908,2,1.287813377,66.043,4.25,NA,51.4153526821018,1.37652277871343,51.3825428382289,1.40595728898387,3.3,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_278",2,1.197724532,2,1.287813377,66.043,4.25,NA,61.1158426420574,0.51086466848685,61.103451033371,0.52165525626369,3.3,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_279",0,NA,3,1.37291548,69.029,4.25,NA,4.25,0,4.25,0,4.2,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_279",1,1.066206828,3,1.37291548,69.029,4.25,NA,52.8125633851333,1.50096515686983,52.777213203965,1.53350084311533,4.2,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_279",2,1.19818031,3,1.37291548,69.029,4.25,NA,59.7161372964169,0.923868636318282,59.6940781217848,0.943734791848073,4.2,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_279",3,1.330195461,3,1.37291548,69.029,4.25,NA,66.7349546589923,0.241872191616522,66.7291105362816,0.247036618998209,4.2,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_280",0,NA,4,1.528039303,76.847,4.25,NA,4.25,0,4.25,0,6.7,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_280",1,0.92066552,4,1.528039303,76.847,4.25,NA,45.0679921501707,2.4803149210649,45.0104839912484,2.53164310868602,6.7,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_280",2,1.129933291,4,1.528039303,76.847,4.25,NA,55.7536406658863,1.86661422200783,55.7093083789021,1.90496345763608,6.7,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_280",3,1.296441549,4,1.528039303,76.847,4.25,NA,64.4632998254053,1.18939718213635,64.4346136128202,1.21370814658823,6.7,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_280",4,1.437242828,4,1.528039303,76.847,4.25,NA,71.9568065913214,0.498807990114266,71.9446413490649,0.508963420667986,6.7,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_281",0,NA,3,1.419700549,72.719,4.25,NA,4.25,0,4.25,0,5.2,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_281",1,0.989584256,3,1.419700549,72.719,4.25,NA,49.5868283198175,1.98920746301983,49.5394217302451,2.03010985578028,5.2,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_281",2,1.230658933,3,1.419700549,72.719,4.25,NA,62.3997790700974,1.0115848732832,62.3751086848768,1.03228383953937,5.2,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_281",3,1.343464075,3,1.419700549,72.719,4.25,NA,68.5307383274069,0.432193181800174,68.5201032801092,0.441017466405245,5.2,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_282",0,0.06888396,2,1.311497515,67.992,4.25,0.06888396,4.25,9.52584324471052e-17,4.25,1.14102847471467e-16,4.3,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_282",1,1.034571409,2,1.311497515,67.992,4.25,0.06888396,52.2321569428685,1.28325553069675,52.1997311566394,1.31001072442016,4.3,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_282",2,1.188330961,2,1.311497515,67.992,4.25,0.06888396,60.908546743549,0.633863835524614,60.8923332277751,0.646959516899184,4.3,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_283",0,0.06888396,3,1.404739079,77.571,4.25,0.06888396,4.25,9.52584324471052e-17,4.25,1.14102847471467e-16,5.4,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_283",1,0.978662352,3,1.404739079,77.571,4.25,0.06888396,51.5403908007704,1.8996389157179,51.4930864653997,1.93970823982366,5.4,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_283",2,1.217963418,3,1.404739079,77.571,4.25,0.06888396,65.95549304032,0.987359696529307,65.9304176671663,1.00788002615407,5.4,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_283",3,1.362549033,3,1.404739079,77.571,4.25,0.06888396,74.921364595727,0.242770180473658,74.9151387761722,0.247778848940042,5.4,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_284",0,0.06888396,4,1.519556694,89.2,4.25,0.06888396,4.25,9.52584324471052e-17,4.25,1.14102847471467e-16,10.9,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_284",1,1.030118925,4,1.519556694,89.2,4.25,0.06888396,57.0170236450666,2.25001659780889,56.9613115142839,2.29771304287,10.9,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_284",2,1.266152821,4,1.519556694,89.2,4.25,0.06888396,72.2349759618016,1.37128765214344,72.2003824423286,1.39994813476909,10.9,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_284",3,1.427264583,4,1.519556694,89.2,4.25,0.06888396,82.9514505402216,0.547612518203776,82.9374905078264,0.558967442935483,10.9,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_284",4,1.50702673,4,1.519556694,89.2,4.25,0.06888396,88.3471742155825,0.0774747668831765,88.3451899562788,0.0790755670209257,10.9,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_285",0,0.059008474,4,1.484631546,88.611,4.25,0.059008474,4.25,6.88066059225473e-17,4.25,7.43196285535939e-17,10.1,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_285",1,0.922091644,4,1.484631546,88.611,4.25,0.059008474,51.3583446687631,2.50406822290893,51.2972368933691,2.55766337640201,10.1,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_285",2,1.121996621,4,1.484631546,88.611,4.25,0.059008474,64.1923243974839,1.88671612592055,64.145413121318,1.92653909502307,10.1,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_285",3,1.294565448,4,1.484631546,88.611,4.25,0.059008474,75.6432623278102,1.10453146518077,75.6154355217707,1.12761809520797,10.1,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_285",4,1.415631546,4,1.484631546,88.611,4.25,0.059008474,83.8624640202673,0.429141188721584,83.8515655500942,0.438057829570777,10.1,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_286",0,NA,4,1.480030583,86.933,4.25,NA,4.25,0,4.25,0,10.6,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_286",1,0.958,4,1.480030583,86.933,4.25,NA,53.9984856840003,2.62583756310788,53.9369807412845,2.68053450027113,10.6,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_286",2,1.148010526,4,1.480030583,86.933,4.25,NA,65.6925148778123,1.89519058413141,65.6472346782632,1.93438806208408,10.6,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_286",3,1.313022647,4,1.480030583,86.933,4.25,NA,76.1297230647565,1.04556401611298,76.1043855753394,1.06707430926227,10.6,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_286",4,1.417022647,4,1.480030583,86.933,4.25,NA,82.8302342715047,0.415474116293445,82.8200867183724,0.423995920314725,10.6,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_287",0,NA,6,1.532809252,88.595,4.25,NA,4.25,0,4.25,0,10.3,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_287",1,0.876128415,6,1.532809252,88.595,4.25,NA,48.2451835453084,2.95762833837679,48.1800702761018,3.03117038441012,10.3,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_287",2,1.188134825,6,1.532809252,88.595,4.25,NA,66.940111995411,1.92182134317034,66.8957773546542,1.967911961097,10.3,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_287",3,1.315276479,6,1.532809252,88.595,4.25,NA,74.8163072719567,1.30057155611981,74.7858704731809,1.33142279743596,10.3,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_287",4,1.40926052,6,1.532809252,88.595,4.25,NA,80.7242859373639,0.7741831045517,80.7059965297058,0.792416896112139,10.3,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_287",5,1.467852328,6,1.532809252,88.595,4.25,NA,84.4425200589945,0.418409341360269,84.432581572473,0.428223404051062,10.3,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_287",6,1.505295619,6,1.532809252,88.595,4.25,NA,86.832315586012,0.18026070075387,86.828019605761,0.18447826063905,10.3,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_288",0,NA,3,1.612371096,85.338,4.25,NA,4.25,0,4.25,0,8.1,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_288",1,1.185010548,3,1.612371096,85.338,4.25,NA,61.2235968424967,2.08885893258932,61.1748147273242,2.13528312789003,8.1,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_288",2,1.387322189,3,1.612371096,85.338,4.25,NA,72.4969601590279,1.22255844332414,72.4678750012126,1.24933796139789,8.1,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_288",3,1.54336385,3,1.612371096,85.338,4.25,NA,81.3689355744337,0.402234139767974,81.3592505014652,0.410963635334745,8.1,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_289",0,NA,4,1.491507032,83.6,4.25,NA,4.25,0,4.25,0,9.5,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_289",1,0.946717487,4,1.491507032,83.6,4.25,NA,51.1148735116264,2.5791659310049,51.0546151195795,2.63279299295207,9.5,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_289",2,1.118848251,4,1.491507032,83.6,4.25,NA,61.1102474542544,1.98031755942697,61.06312431194,2.02121053367151,9.5,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_289",3,1.303829331,4,1.491507032,83.6,4.25,NA,72.13887841792,1.1067474314507,72.1121131788938,1.12945871147007,9.5,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_289",4,1.422543273,4,1.491507032,83.6,4.25,NA,79.3584772073859,0.431214509771104,79.347955177783,0.440032173853336,9.5,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_290",0,NA,5,1.706613153,89.167,4.25,NA,4.25,0,4.25,0,10.4,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_290",1,1.115114792,5,1.706613153,89.167,4.25,NA,56.4825490514344,2.61724254429624,56.4242931052769,2.67955247933762,10.4,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_290",2,1.362592064,5,1.706613153,89.167,4.25,NA,69.9040835656258,1.74215658906956,69.8640927143869,1.78258661311817,10.4,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_290",3,1.506094677,5,1.706613153,89.167,4.25,NA,77.8595399493464,1.08510169230894,77.8342711396116,1.10998611097261,10.4,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_290",4,1.612476067,5,1.706613153,89.167,4.25,NA,83.8318698217669,0.532770910129788,83.8193455420237,0.544894135104196,10.4,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_290",5,1.667293947,5,1.706613153,89.167,4.25,NA,86.9330309371967,0.227439815337351,86.9276601033185,0.232595995664256,10.4,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_291",0,NA,5,1.706668874,92.074,4.25,NA,4.25,0,4.25,0,10.7,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_291",1,1.023945799,5,1.706668874,92.074,4.25,NA,53.1139024920358,2.94428192168231,53.0445880236381,3.00813232981115,10.7,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_291",2,1.356609293,5,1.706668874,92.074,4.25,NA,71.715293404178,1.82878896472196,71.6709390794354,1.8677593172845,10.7,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_291",3,1.490609293,5,1.706668874,92.074,4.25,NA,79.4213133207366,1.20209087113812,79.3918788081235,1.22756458808587,10.7,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_291",4,1.588935281,5,1.706668874,92.074,4.25,NA,85.1458660206495,0.683364855601184,85.1290264186029,0.697792910116333,10.7,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_291",5,1.677394311,5,1.706668874,92.074,4.25,NA,90.3440291763377,0.17609285014878,90.3396667533342,0.179799351041396,10.7,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_292",0,NA,5,1.749137317,90.239,4.25,NA,4.25,0,4.25,0,10.8,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_292",1,1.022127683,5,1.749137317,90.239,4.25,NA,50.8951234563773,2.93867781700752,50.8264230160068,3.00046974710618,10.8,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_292",2,1.304908517,5,1.749137317,90.239,4.25,NA,65.8311205075202,2.11802627449118,65.7802832858418,2.16210089166781,10.8,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_292",3,1.474077072,5,1.749137317,90.239,4.25,NA,75.0010303580048,1.42184017157172,74.9664707423896,1.45127087594664,10.8,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_292",4,1.630237246,5,1.749137317,90.239,4.25,NA,83.604863438403,0.65653009718666,83.5887434048711,0.670059798776176,10.8,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_292",5,1.721478684,5,1.749137317,90.239,4.25,NA,88.6895832634137,0.158222975969462,88.6856774620126,0.161475836126477,10.8,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_293",0,0.060530984,7,1.73333044,95.574,4.25,0.060530984,4.25,5.25519133255116e-17,4.25,8.42705377215019e-17,14.8,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_293",1,0.968506582,7,1.73333044,95.574,4.25,0.060530984,49.9065052793053,2.83182880247641,49.8380107258662,2.89288217342445,14.8,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_293",2,1.292562133,7,1.73333044,95.574,4.25,0.060530984,68.7215788022216,2.03578795934531,68.6710080224043,2.07880892069921,14.8,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_293",3,1.497973915,7,1.73333044,95.574,4.25,0.060530984,81.0721438192451,1.2121263655624,81.0416380784969,1.23749272785999,14.8,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_293",4,1.617493787,7,1.73333044,95.574,4.25,0.060530984,88.3921840345663,0.630739770411384,88.3762045072959,0.643874152648791,14.8,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_293",5,1.684851044,7,1.73333044,95.574,4.25,0.060530984,92.5581360622897,0.271829868430343,92.5512253635531,0.277475707115639,14.8,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_293",6,1.717377956,7,1.73333044,95.574,4.25,0.060530984,94.5800175120108,0.0906796408894507,94.5777084369312,0.0925607582988932,14.8,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_293",7,1.727673586,7,1.73333044,95.574,4.25,0.060530984,95.2213498757696,0.0322931270321947,95.2205271451928,0.0329627841861428,14.8,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_332",0,0.031400637,2,1.275500532,57.623,4.25,0.031400637,4.25,2.43268088191318e-17,4.25,1.40450896202503e-17,2,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_332",1,1.009019326,2,1.275500532,57.623,4.25,0.031400637,45.2333894063557,1.14147554147385,45.2052024235018,1.16556683987603,2,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_332",2,1.239445019,2,1.275500532,57.623,4.25,0.031400637,55.9271133237714,0.177070956997084,55.9226528471549,0.180757807718476,2,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_333",0,0.04501111,2,1.296804579,60.303,4.25,0.04501111,4.25,3.97255124514072e-17,4.25,4.65822924172855e-17,2.4,"Marquesas","Fabien Morat"
"Apogonidae","Ostorhinchus","Ostorhinchus apogonoides","OS_AP_MA_03_17_333",1,1.116326565,2,1.296804579,60.303,4.25,0.04501111,51.479189878085,0.823214173246459,51.4584763224248,0.840385911436481,2.4,"Marquesas","Fabien Morat"
