"age","ypred_m","ypred_lq","ypred_uq","yrep_m","yrep_lq","yrep_uq","Species"
9,17.1359036778251,16.3840161737117,17.9684089342983,19.7986394235295,18.8081728524545,20.7761873495346,"Ctenochaetus striatus"
10,17.1408821070291,16.3860563426491,17.9738557769446,19.8179670565868,18.81774844434,20.8071813904378,"Ctenochaetus striatus"
11,17.1430633813114,16.387184207568,17.978738564288,19.8277522737606,18.8211311137754,20.8189649296603,"Ctenochaetus striatus"
0,0.637973368203458,0.0842058402437047,1.20565430318464,0.650716033451585,0.0869166112252283,1.2260869144538,"Ctenochaetus striatus"
1,10.0712802417201,9.58995695837642,10.597945699612,9.95363818255625,9.43372439041542,10.5027432876804,"Ctenochaetus striatus"
2,14.1051563954724,13.6137555935746,14.6411220343388,13.6364045545262,13.0420906667741,14.2042275757,"Ctenochaetus striatus"
3,15.8349715574079,15.2956961594846,16.4139789748696,15.1007834191992,14.4022951282339,15.7837415390826,"Ctenochaetus striatus"
4,16.578818392738,15.961986638144,17.2587980051597,15.6855978766327,14.8642572516413,16.485475396803,"Ctenochaetus striatus"
5,16.899565246959,16.2243162785832,17.6441074601094,15.9201458216051,15.0159107536011,16.7981922056079,"Ctenochaetus striatus"
6,17.0382488060149,16.3180025795046,17.8219686266487,16.0146084753395,15.0740327364709,16.9420606357362,"Ctenochaetus striatus"
7,17.0983744979854,16.3591144783841,17.9066285556306,16.0528092554647,15.0996788899832,16.9950887387911,"Ctenochaetus striatus"
8,17.1245115619579,16.3771940436449,17.9479110530654,16.068320225224,15.108814783465,17.0228500441464,"Ctenochaetus striatus"
9,17.1359036778251,16.3840161737117,17.9684089342983,16.0746433790122,15.1125118105682,17.0349436227086,"Ctenochaetus striatus"
10,17.1408821070291,16.3860563426491,17.9738557769446,16.0772311891728,15.11390592454,17.0393279882493,"Ctenochaetus striatus"
11,17.1430633813114,16.387184207568,17.978738564288,16.078294384564,15.1144316368841,17.0411992498513,"Ctenochaetus striatus"
0,0.637973368203458,0.0842058402437047,1.20565430318464,0.629764572405843,0.0821574942536154,1.19317938127356,"Ctenochaetus striatus"
1,10.0712802417201,9.58995695837642,10.597945699612,10.1343303021616,9.64923154382582,10.6520028955414,"Ctenochaetus striatus"
2,14.1051563954724,13.6137555935746,14.6411220343388,14.3925449744766,13.82910855555,14.9633487569706,"Ctenochaetus striatus"
3,15.8349715574079,15.2956961594846,16.4139789748696,16.3056496856777,15.5908616579666,16.9522993951577,"Ctenochaetus striatus"
4,16.578818392738,15.961986638144,17.2587980051597,17.1675356795451,16.3152752125622,17.9299674528429,"Ctenochaetus striatus"
5,16.899565246959,16.2243162785832,17.6441074601094,17.5568909326875,16.6091263076589,18.408030306429,"Ctenochaetus striatus"
6,17.0382488060149,16.3180025795046,17.8219686266487,17.7332565297181,16.7253162481654,18.6525724905208,"Ctenochaetus striatus"
7,17.0983744979854,16.3591144783841,17.9066285556306,17.8133581012913,16.7742668804306,18.7676770086914,"Ctenochaetus striatus"
8,17.1245115619579,16.3771940436449,17.9479110530654,17.8498348770287,16.7975231982436,18.8203636291273,"Ctenochaetus striatus"
9,17.1359036778251,16.3840161737117,17.9684089342983,17.8664893226427,16.8039779643309,18.8466688976471,"Ctenochaetus striatus"
10,17.1408821070291,16.3860563426491,17.9738557769446,17.8741131576477,16.8070810573394,18.8612268602733,"Ctenochaetus striatus"
0,0.637973368203458,0.0842058402437047,1.20565430318464,0.649934058746524,0.0860517971682937,1.23072299533928,"Ctenochaetus striatus"
1,10.0712802417201,9.58995695837642,10.597945699612,9.95851785277762,9.43476115438904,10.5103242412456,"Ctenochaetus striatus"
2,14.1051563954724,13.6137555935746,14.6411220343388,13.6614240796426,13.0778543301036,14.2714465213744,"Ctenochaetus striatus"
3,15.8349715574079,15.2956961594846,16.4139789748696,15.1413840898917,14.4066667299231,15.8986653016716,"Ctenochaetus striatus"
4,16.578818392738,15.961986638144,17.2587980051597,15.7356069369177,14.8762154717846,16.617970539043,"Ctenochaetus striatus"
5,16.899565246959,16.2243162785832,17.6441074601094,15.9752628619681,15.0334642299213,16.9272171058881,"Ctenochaetus striatus"
6,17.0382488060149,16.3180025795046,17.8219686266487,16.0723400118757,15.0858240874221,17.0737489449475,"Ctenochaetus striatus"
7,17.0983744979854,16.3591144783841,17.9066285556306,16.1118302189394,15.100678517196,17.140233237924,"Ctenochaetus striatus"
8,17.1245115619579,16.3771940436449,17.9479110530654,16.1279612302152,15.108999585126,17.1645988890241,"Ctenochaetus striatus"
9,17.1359036778251,16.3840161737117,17.9684089342983,16.1345771813673,15.112347725723,17.1746833240909,"Ctenochaetus striatus"
10,17.1408821070291,16.3860563426491,17.9738557769446,16.1373014031502,15.1135936511582,17.1794128269386,"Ctenochaetus striatus"
0,0.637973368203458,0.0842058402437047,1.20565430318464,0.654642866979434,0.086633007735261,1.23679710217235,"Ctenochaetus striatus"
1,10.0712802417201,9.58995695837642,10.597945699612,9.91299349336987,9.36607975370988,10.4822904877134,"Ctenochaetus striatus"
2,14.1051563954724,13.6137555935746,14.6411220343388,13.4897111404725,12.8981385179138,14.0801406059401,"Ctenochaetus striatus"
3,15.8349715574079,15.2956961594846,16.4139789748696,14.8779625080204,14.2022692609227,15.5604272486649,"Ctenochaetus striatus"
4,16.578818392738,15.961986638144,17.2587980051597,15.4192541954721,14.6582204434812,16.2086124603266,"Ctenochaetus striatus"
5,16.899565246959,16.2243162785832,17.6441074601094,15.6312482674806,14.8126340317078,16.4848594514844,"Ctenochaetus striatus"
6,17.0382488060149,16.3180025795046,17.8219686266487,15.7146349111042,14.8617195328195,16.6041058978935,"Ctenochaetus striatus"
7,17.0983744979854,16.3591144783841,17.9066285556306,15.7475733486301,14.8820535963991,16.6488096719984,"Ctenochaetus striatus"
8,17.1245115619579,16.3771940436449,17.9479110530654,15.7606380204647,14.8894453252273,16.6679465772698,"Ctenochaetus striatus"
9,17.1359036778251,16.3840161737117,17.9684089342983,15.7658408578271,14.8921201541597,16.675916664966,"Ctenochaetus striatus"
10,17.1408821070291,16.3860563426491,17.9738557769446,15.7679209727318,14.8930817523243,16.679572274839,"Ctenochaetus striatus"
11,17.1430633813114,16.387184207568,17.978738564288,15.7687558076934,14.8934241391255,16.6811035323196,"Ctenochaetus striatus"
12,17.1440215633861,16.3876422742754,17.9818130141775,15.7690921200079,14.8935477583926,16.6817449483872,"Ctenochaetus striatus"
0,0.637973368203458,0.0842058402437047,1.20565430318464,0.659719002316735,0.0886466590652444,1.24831443422116,"Ctenochaetus striatus"
1,10.0712802417201,9.58995695837642,10.597945699612,9.85642518994224,9.28890396215452,10.4458763490366,"Ctenochaetus striatus"
2,14.1051563954724,13.6137555935746,14.6411220343388,13.2923923415985,12.7333802001695,13.8448231518361,"Ctenochaetus striatus"
3,15.8349715574079,15.2956961594846,16.4139789748696,14.5821762628082,13.9883490091108,15.1724668855892,"Ctenochaetus striatus"
4,16.578818392738,15.961986638144,17.2587980051597,15.0685608666549,14.4097957395008,15.714142202894,"Ctenochaetus striatus"
5,16.899565246959,16.2243162785832,17.6441074601094,15.2528011039276,14.5581657280422,15.9428875807571,"Ctenochaetus striatus"
6,17.0382488060149,16.3180025795046,17.8219686266487,15.322895136977,14.6136546043987,16.0389837679773,"Ctenochaetus striatus"
7,17.0983744979854,16.3591144783841,17.9066285556306,15.3496758858467,14.629761353902,16.0769702119694,"Ctenochaetus striatus"
8,17.1245115619579,16.3771940436449,17.9479110530654,15.359950504056,14.6353125995629,16.0902928718768,"Ctenochaetus striatus"
9,17.1359036778251,16.3840161737117,17.9684089342983,15.3639084427388,14.6372846348974,16.096699502424,"Ctenochaetus striatus"
10,17.1408821070291,16.3860563426491,17.9738557769446,15.3654391588599,14.6379756634243,16.0986246616117,"Ctenochaetus striatus"
11,17.1430633813114,16.387184207568,17.978738564288,15.3660334604871,14.638216707103,16.0999913742856,"Ctenochaetus striatus"
12,17.1440215633861,16.3876422742754,17.9818130141775,15.3662650787301,14.6383008118317,16.1002908127516,"Ctenochaetus striatus"
13,17.1444435470071,16.3878283300178,17.9832897487272,15.3663556856613,14.6383301666209,16.1004081281241,"Ctenochaetus striatus"
14,17.1446298599563,16.3879039080762,17.9840066867782,15.3663912606122,14.6383404156081,16.1004541017064,"Ctenochaetus striatus"
15,17.1447123270332,16.3879346112114,17.9843547844263,15.3664052788967,14.6383439952244,16.1004721225224,"Ctenochaetus striatus"
16,17.1447489200821,16.387947085061,17.9845238113386,15.3664108224528,14.6383452459334,16.1004791883035,"Ctenochaetus striatus"
17,17.1447651975717,16.3879521531692,17.9846058921405,15.3664130223487,14.6383456831048,16.1004819595353,"Ctenochaetus striatus"
0,0.637973368203458,0.0842058402437047,1.20565430318464,0.643118960904981,0.0857979715361664,1.22251702394691,"Ctenochaetus striatus"
1,10.0712802417201,9.58995695837642,10.597945699612,10.0191000108919,9.51866758613638,10.5609786366377,"Ctenochaetus striatus"
2,14.1051563954724,13.6137555935746,14.6411220343388,13.9017211200481,13.3627040576527,14.4376944675944,"Ctenochaetus striatus"
3,15.8349715574079,15.2956961594846,16.4139789748696,15.5146936141988,14.9305133737193,16.0932880609769,"Ctenochaetus striatus"
4,16.578818392738,15.961986638144,17.2587980051597,16.186890255093,15.4943097738424,16.8715849375494,"Ctenochaetus striatus"
5,16.899565246959,16.2243162785832,17.6441074601094,16.4678918121485,15.7192839950153,17.2068533409789,"Ctenochaetus striatus"
6,17.0382488060149,16.3180025795046,17.8219686266487,16.5857179166419,15.8047735863302,17.366470812299,"Ctenochaetus striatus"
7,17.0983744979854,16.3591144783841,17.9066285556306,16.6352713658328,15.8329839237222,17.4454958137765,"Ctenochaetus striatus"
8,17.1245115619579,16.3771940436449,17.9479110530654,16.6561733130709,15.8471570337027,17.4826757025647,"Ctenochaetus striatus"
9,17.1359036778251,16.3840161737117,17.9684089342983,16.6650155611655,15.8555578613694,17.4970786315297,"Ctenochaetus striatus"
10,17.1408821070291,16.3860563426491,17.9738557769446,16.6687668972366,15.8590617814479,17.5037058442344,"Ctenochaetus striatus"
11,17.1430633813114,16.387184207568,17.978738564288,16.6703629321477,15.8593956849067,17.5058960213708,"Ctenochaetus striatus"
12,17.1440215633861,16.3876422742754,17.9818130141775,16.6710438884609,15.8595160782726,17.5068435767145,"Ctenochaetus striatus"
13,17.1444435470071,16.3878283300178,17.9832897487272,16.6713352319467,15.8597267612968,17.5074932739141,"Ctenochaetus striatus"
14,17.1446298599563,16.3879039080762,17.9840066867782,16.6714602263818,15.8598169237327,17.5079997077152,"Ctenochaetus striatus"
15,17.1447123270332,16.3879346112114,17.9843547844263,16.6715139996877,15.8598542648429,17.5082386082703,"Ctenochaetus striatus"
0,0.637973368203458,0.0842058402437047,1.20565430318464,0.657250180014472,0.0880237295727682,1.24923000413446,"Ctenochaetus striatus"
1,10.0712802417201,9.58995695837642,10.597945699612,9.88450937166074,9.34273995020496,10.4611939095557,"Ctenochaetus striatus"
2,14.1051563954724,13.6137555935746,14.6411220343388,13.390749619921,12.8015499964156,13.9672996028985,"Ctenochaetus striatus"
3,15.8349715574079,15.2956961594846,16.4139789748696,14.7294953327611,14.0604631928302,15.3796548447537,"Ctenochaetus striatus"
4,16.578818392738,15.961986638144,17.2587980051597,15.243053052426,14.4985250368286,15.9867402588229,"Ctenochaetus striatus"
5,16.899565246959,16.2243162785832,17.6441074601094,15.4409626003277,14.6441523241033,16.2496860907723,"Ctenochaetus striatus"
6,17.0382488060149,16.3180025795046,17.8219686266487,15.5175727006576,14.6970735809537,16.3597574554399,"Ctenochaetus striatus"
7,17.0983744979854,16.3591144783841,17.9066285556306,15.547358292325,14.7135857592148,16.4103833716918,"Ctenochaetus striatus"
8,17.1245115619579,16.3771940436449,17.9479110530654,15.5589885650665,14.7170940146872,16.4303460547385,"Ctenochaetus striatus"
9,17.1359036778251,16.3840161737117,17.9684089342983,15.563548964604,14.719043822736,16.4381805484626,"Ctenochaetus striatus"
10,17.1408821070291,16.3860563426491,17.9738557769446,15.5653445840702,14.7199398788995,16.4413755126953,"Ctenochaetus striatus"
11,17.1430633813114,16.387184207568,17.978738564288,15.5660544828747,14.7202620506296,16.4431690285381,"Ctenochaetus striatus"
12,17.1440215633861,16.3876422742754,17.9818130141775,15.5663362724139,14.7203776827026,16.4435347678341,"Ctenochaetus striatus"
13,17.1444435470071,16.3878283300178,17.9832897487272,15.5664485720742,14.7204191879326,16.4436811755775,"Ctenochaetus striatus"
0,0.637973368203458,0.0842058402437047,1.20565430318464,0.639849267643736,0.0841145611304832,1.21881409416144,"Ctenochaetus striatus"
1,10.0712802417201,9.58995695837642,10.597945699612,10.0480191305384,9.5477301573276,10.579666212595,"Ctenochaetus striatus"
2,14.1051563954724,13.6137555935746,14.6411220343388,14.0199205464676,13.4359579350663,14.6033605945432,"Ctenochaetus striatus"
3,15.8349715574079,15.2956961594846,16.4139789748696,15.702821538965,14.9845759569663,16.3946709898751,"Ctenochaetus striatus"
4,16.578818392738,15.961986638144,17.2587980051597,16.4183913311382,15.5589776643995,17.2372009611556,"Ctenochaetus striatus"
5,16.899565246959,16.2243162785832,17.6441074601094,16.7237056110001,15.7815087341035,17.615043337096,"Ctenochaetus striatus"
6,17.0382488060149,16.3180025795046,17.8219686266487,16.8544171687054,15.8628977215641,17.8069284600911,"Ctenochaetus striatus"
7,17.0983744979854,16.3591144783841,17.9066285556306,16.9105638740313,15.8930191810602,17.8951301792922,"Ctenochaetus striatus"
8,17.1245115619579,16.3771940436449,17.9479110530654,16.934760294412,15.9068382409481,17.9356629376981,"Ctenochaetus striatus"
9,17.1359036778251,16.3840161737117,17.9684089342983,16.9452211944059,15.9098847844362,17.9543437348845,"Ctenochaetus striatus"
10,17.1408821070291,16.3860563426491,17.9738557769446,16.9497580387896,15.9109624909162,17.9628208919666,"Ctenochaetus striatus"
0,0.637973368203458,0.0842058402437047,1.20565430318464,0.623020090349856,0.0813175602840297,1.18935498294805,"Ctenochaetus striatus"
1,10.0712802417201,9.58995695837642,10.597945699612,10.17873434078,9.66470325031241,10.7321988907361,"Ctenochaetus striatus"
2,14.1051563954724,13.6137555935746,14.6411220343388,14.6178011840228,14.0557836834547,15.2138616969494,"Ctenochaetus striatus"
3,15.8349715574079,15.2956961594846,16.4139789748696,16.6850152619668,16.0183486050222,17.3622933263197,"Ctenochaetus striatus"
4,16.578818392738,15.961986638144,17.2587980051597,17.6500216541275,16.8650474517795,18.4372708309012,"Ctenochaetus striatus"
5,16.899565246959,16.2243162785832,17.6441074601094,18.1015783599795,17.2189322828133,18.9820390100818,"Ctenochaetus striatus"
6,17.0382488060149,16.3180025795046,17.8219686266487,18.3133748691419,17.3709985070285,19.2496756196428,"Ctenochaetus striatus"
7,17.0983744979854,16.3591144783841,17.9066285556306,18.412946883855,17.4273218234086,19.3972589291387,"Ctenochaetus striatus"
8,17.1245115619579,16.3771940436449,17.9479110530654,18.4598666582015,17.4544321226593,19.4637063556363,"Ctenochaetus striatus"
9,17.1359036778251,16.3840161737117,17.9684089342983,18.4820263273539,17.4635622239124,19.4987647287023,"Ctenochaetus striatus"
10,17.1408821070291,16.3860563426491,17.9738557769446,18.4925156736984,17.4674586537889,19.5170336857831,"Ctenochaetus striatus"
11,17.1430633813114,16.387184207568,17.978738564288,18.4974919082415,17.4698059963704,19.5286948500515,"Ctenochaetus striatus"
0,0.637973368203458,0.0842058402437047,1.20565430318464,0.621055297126266,0.0814006085590079,1.17539013546749,"Ctenochaetus striatus"
1,10.0712802417201,9.58995695837642,10.597945699612,10.1896816056631,9.65795749768865,10.7498699254235,"Ctenochaetus striatus"
2,14.1051563954724,13.6137555935746,14.6411220343388,14.6787676682835,14.1182795640728,15.2770797366084,"Ctenochaetus striatus"
3,15.8349715574079,15.2956961594846,16.4139789748696,16.7897075741001,16.1414859829665,17.4322998053548,"Ctenochaetus striatus"
4,16.578818392738,15.961986638144,17.2587980051597,17.7846452260445,17.0362968650662,18.5289685464881,"Ctenochaetus striatus"
5,16.899565246959,16.2243162785832,17.6441074601094,18.2546592317575,17.4206194810132,19.1025101723424,"Ctenochaetus striatus"
6,17.0382488060149,16.3180025795046,17.8219686266487,18.4772022233868,17.5927735421685,19.386051932908,"Ctenochaetus striatus"
7,17.0983744979854,16.3591144783841,17.9066285556306,18.5828107098676,17.6681953634514,19.5272207059128,"Ctenochaetus striatus"
8,17.1245115619579,16.3771940436449,17.9479110530654,18.6330402692034,17.6976045744811,19.6013957854671,"Ctenochaetus striatus"
9,17.1359036778251,16.3840161737117,17.9684089342983,18.6569838835193,17.7082232338528,19.6386902607081,"Ctenochaetus striatus"
10,17.1408821070291,16.3860563426491,17.9738557769446,18.6684227819536,17.7127343645945,19.6605543280071,"Ctenochaetus striatus"
11,17.1430633813114,16.387184207568,17.978738564288,18.6738997148082,17.7146772025411,19.6703343749755,"Ctenochaetus striatus"
0,0.637973368203458,0.0842058402437047,1.20565430318464,0.644298764669369,0.0861587468305572,1.22134390224663,"Ctenochaetus striatus"
1,10.0712802417201,9.58995695837642,10.597945699612,10.0105519880987,9.51226128173273,10.5570075954326,"Ctenochaetus striatus"
2,14.1051563954724,13.6137555935746,14.6411220343388,13.8650864533415,13.2593828887274,14.4781810839472,"Ctenochaetus striatus"
3,15.8349715574079,15.2956961594846,16.4139789748696,15.4576106081409,14.7020948495951,16.2111224969273,"Ctenochaetus striatus"
4,16.578818392738,15.961986638144,17.2587980051597,16.1181055985765,15.2199798876955,17.0045284332417,"Ctenochaetus striatus"
5,16.899565246959,16.2243162785832,17.6441074601094,16.3930758006458,15.4110158918154,17.3550993031807,"Ctenochaetus striatus"
6,17.0382488060149,16.3180025795046,17.8219686266487,16.5079703148138,15.4815406118453,17.5236953432298,"Ctenochaetus striatus"
7,17.0983744979854,16.3591144783841,17.9066285556306,16.5561514581073,15.5109397787874,17.6015060819211,"Ctenochaetus striatus"
8,17.1245115619579,16.3771940436449,17.9479110530654,16.5764276867863,15.5226380255994,17.6388263558351,"Ctenochaetus striatus"
9,17.1359036778251,16.3840161737117,17.9684089342983,16.5849901570181,15.5258083992614,17.6541032365483,"Ctenochaetus striatus"
10,17.1408821070291,16.3860563426491,17.9738557769446,16.5886182936767,15.5269006848131,17.6605311991713,"Ctenochaetus striatus"
0,0.637973368203458,0.0842058402437047,1.20565430318464,0.66225738186654,0.0890996923808188,1.24855571935502,"Ctenochaetus striatus"
1,10.0712802417201,9.58995695837642,10.597945699612,9.82416273849154,9.22751840262645,10.4205379057488,"Ctenochaetus striatus"
2,14.1051563954724,13.6137555935746,14.6411220343388,13.1885805862908,12.5562083058616,13.7935504835282,"Ctenochaetus striatus"
3,15.8349715574079,15.2956961594846,16.4139789748696,14.4311273411557,13.7152310840358,15.124714297248,"Ctenochaetus striatus"
4,16.578818392738,15.961986638144,17.2587980051597,14.8925771189138,14.1021495667183,15.6805293313497,"Ctenochaetus striatus"
5,16.899565246959,16.2243162785832,17.6441074601094,15.064874262175,14.2157584474574,15.9144029645489,"Ctenochaetus striatus"
6,17.0382488060149,16.3180025795046,17.8219686266487,15.1295452490669,14.2588318276007,16.0072253343373,"Ctenochaetus striatus"
7,17.0983744979854,16.3591144783841,17.9066285556306,15.1539434180562,14.2719026990207,16.045191267131,"Ctenochaetus striatus"
8,17.1245115619579,16.3771940436449,17.9479110530654,15.1631938599422,14.2791620854612,16.063809723668,"Ctenochaetus striatus"
9,17.1359036778251,16.3840161737117,17.9684089342983,15.1667181273379,14.2809189627514,16.0705080921282,"Ctenochaetus striatus"
10,17.1408821070291,16.3860563426491,17.9738557769446,15.1680671595106,14.2815227421437,16.0732390952009,"Ctenochaetus striatus"
11,17.1430633813114,16.387184207568,17.978738564288,15.1685859248686,14.2819392390924,16.074342744839,"Ctenochaetus striatus"
12,17.1440215633861,16.3876422742754,17.9818130141775,15.1687863097595,14.28209372975,16.0747903966694,"Ctenochaetus striatus"
0,0.637973368203458,0.0842058402437047,1.20565430318464,0.665867864002065,0.0898192076824497,1.25236204197724,"Ctenochaetus striatus"
1,10.0712802417201,9.58995695837642,10.597945699612,9.78576626113591,9.17765664204713,10.3931413345113,"Ctenochaetus striatus"
2,14.1051563954724,13.6137555935746,14.6411220343388,13.0572406399281,12.4412748490198,13.6665053734241,"Ctenochaetus striatus"
3,15.8349715574079,15.2956961594846,16.4139789748696,14.2382241808644,13.5444697309453,14.9309736336861,"Ctenochaetus striatus"
4,16.578818392738,15.961986638144,17.2587980051597,14.6671742747152,13.8783354980614,15.4462761804824,"Ctenochaetus striatus"
5,16.899565246959,16.2243162785832,17.6441074601094,14.8239038884633,13.9788044963935,15.6549217771216,"Ctenochaetus striatus"
6,17.0382488060149,16.3180025795046,17.8219686266487,14.881500726598,14.0116585407589,15.7475464905425,"Ctenochaetus striatus"
7,17.0983744979854,16.3591144783841,17.9066285556306,14.9027857747881,14.026414625825,15.7780605139306,"Ctenochaetus striatus"
8,17.1245115619579,16.3771940436449,17.9479110530654,14.9106945170941,14.0297737047177,15.7914628495416,"Ctenochaetus striatus"
9,17.1359036778251,16.3840161737117,17.9684089342983,14.9136486402502,14.030838972616,15.7998076665738,"Ctenochaetus striatus"
10,17.1408821070291,16.3860563426491,17.9738557769446,14.9147577458354,14.0315178317966,15.8032934813942,"Ctenochaetus striatus"
11,17.1430633813114,16.387184207568,17.978738564288,14.915176229101,14.0318760021395,15.8047553132566,"Ctenochaetus striatus"
12,17.1440215633861,16.3876422742754,17.9818130141775,14.9153348954819,14.032006777536,15.8053683901519,"Ctenochaetus striatus"
0,0.240624273126514,-0.736513709874299,1.22953331503265,0.264738603434136,-0.824269489387074,1.3502826758165,"Naso lituratus"
1,25.9853034788815,24.4427704591346,27.5016415776967,24.469810912345,23.2008372077324,25.7761296798839,"Naso lituratus"
2,30.2925058947269,27.4653093509826,33.0227300783583,26.9856609556159,25.2464890812298,28.668595323612,"Naso lituratus"
3,31.0493807537714,27.7809248513356,34.409044421316,27.2621647555306,25.3737427093365,29.1114782627444,"Naso lituratus"
4,31.1883586302786,27.8071174731614,34.7432216852024,27.2940812219476,25.383981219229,29.1790638116069,"Naso lituratus"
0,0.240624273126514,-0.736513709874299,1.22953331503265,0.272453799625363,-0.855067247605591,1.39160845043388,"Naso lituratus"
1,25.9853034788815,24.4427704591346,27.5016415776967,23.9037590121187,22.4616807884074,25.3030391390012,"Naso lituratus"
2,30.2925058947269,27.4653093509826,33.0227300783583,26.0090169785597,23.8831744199095,28.1910495827312,"Naso lituratus"
3,31.0493807537714,27.7809248513356,34.409044421316,26.2137121143096,23.9478233557331,28.5868227871362,"Naso lituratus"
0,0.240624273126514,-0.736513709874299,1.22953331503265,0.262102052464149,-0.819399544794531,1.33302127372746,"Naso lituratus"
1,25.9853034788815,24.4427704591346,27.5016415776967,24.6323781912657,23.2663213553736,26.0264465830137,"Naso lituratus"
2,30.2925058947269,27.4653093509826,33.0227300783583,27.3091596474079,25.2522948759875,29.4256541203323,"Naso lituratus"
3,31.0493807537714,27.7809248513356,34.409044421316,27.6222958622875,25.3822354952444,29.9912963227916,"Naso lituratus"
0,0.240624273126514,-0.736513709874299,1.22953331503265,0.248273417432536,-0.761151885634651,1.26744957295924,"Naso lituratus"
1,25.9853034788815,24.4427704591346,27.5016415776967,25.5783781686324,24.2889108320042,26.9211179693989,"Naso lituratus"
2,30.2925058947269,27.4653093509826,33.0227300783583,29.2629467346953,27.2425307730807,31.3289272752205,"Naso lituratus"
3,31.0493807537714,27.7809248513356,34.409044421316,29.8223233250194,27.4987540934871,32.2868935653263,"Naso lituratus"
0,0.240624273126514,-0.736513709874299,1.22953331503265,0.200532810047524,-0.607469475556251,1.01886356013634,"Naso lituratus"
1,25.9853034788815,24.4427704591346,27.5016415776967,27.4390336105625,25.6779908401993,29.2200105198076,"Naso lituratus"
2,30.2925058947269,27.4653093509826,33.0227300783583,35.9286591728298,34.4223959702823,37.4428674201829,"Naso lituratus"
3,31.0493807537714,27.7809248513356,34.409044421316,38.6071358859332,36.6576739181559,40.5210312848745,"Naso lituratus"
4,31.1883586302786,27.8071174731614,34.7432216852024,39.4623314185943,37.1882148809721,41.7784990850932,"Naso lituratus"
0,0.240624273126514,-0.736513709874299,1.22953331503265,0.202475954352216,-0.614549880909816,1.03217802142023,"Naso lituratus"
1,25.9853034788815,24.4427704591346,27.5016415776967,27.4192210832605,25.7143688370577,29.1668526024926,"Naso lituratus"
2,30.2925058947269,27.4653093509826,33.0227300783583,35.6704821576852,34.423543750198,36.898165208044,"Naso lituratus"
3,31.0493807537714,27.7809248513356,34.409044421316,38.1958314907835,36.7700516867425,39.5192441305964,"Naso lituratus"
4,31.1883586302786,27.8071174731614,34.7432216852024,38.9759258600448,37.361852228053,40.5357723884141,"Naso lituratus"
5,31.2149179288745,27.8103499787941,34.8271161130632,39.2190974557556,37.5032276160757,40.905622859333,"Naso lituratus"
6,31.2201831905969,27.8107062242079,34.8424175436628,39.2955762193108,37.5380431353923,41.037675132208,"Naso lituratus"
0,0.240624273126514,-0.736513709874299,1.22953331503265,0.245434352522663,-0.758489502566789,1.24829077967319,"Naso lituratus"
1,25.9853034788815,24.4427704591346,27.5016415776967,25.7281361930033,24.489821982257,26.9748468249709,"Naso lituratus"
2,30.2925058947269,27.4653093509826,33.0227300783583,29.5949909286529,27.9222008318024,31.2666787607547,"Naso lituratus"
3,31.0493807537714,27.7809248513356,34.409044421316,30.2017242799704,28.2642887445946,32.1915624756355,"Naso lituratus"
4,31.1883586302786,27.8071174731614,34.7432216852024,30.299862762086,28.3061202198728,32.3722613242099,"Naso lituratus"
0,0.240624273126514,-0.736513709874299,1.22953331503265,0.233215663637603,-0.716810210635827,1.18783476867996,"Naso lituratus"
1,25.9853034788815,24.4427704591346,27.5016415776967,26.3761448126502,25.1405709884493,27.6626946854442,"Naso lituratus"
2,30.2925058947269,27.4653093509826,33.0227300783583,31.279436082363,29.7198751377655,32.8264545917586,"Naso lituratus"
3,31.0493807537714,27.7809248513356,34.409044421316,32.2212776641403,30.3282875655732,34.1281996354754,"Naso lituratus"
4,31.1883586302786,27.8071174731614,34.7432216852024,32.4062810845131,30.4053601840461,34.448989888173,"Naso lituratus"
0,0.240624273126514,-0.736513709874299,1.22953331503265,0.226773343344362,-0.692178091288702,1.1609243422329,"Naso lituratus"
1,25.9853034788815,24.4427704591346,27.5016415776967,26.6859885657745,25.395733595293,28.0522264101385,"Naso lituratus"
2,30.2925058947269,27.4653093509826,33.0227300783583,32.2490667362084,30.313660153587,34.1262452902297,"Naso lituratus"
3,31.0493807537714,27.7809248513356,34.409044421316,33.4488424286704,31.0409391897973,35.8911153075184,"Naso lituratus"
0,0.240624273126514,-0.736513709874299,1.22953331503265,0.24970025226354,-0.767773380009416,1.27394568165674,"Naso lituratus"
1,25.9853034788815,24.4427704591346,27.5016415776967,25.4821410273354,24.3379708868202,26.6786735092763,"Naso lituratus"
2,30.2925058947269,27.4653093509826,33.0227300783583,29.0061491704444,27.8366116110134,30.1822531304289,"Naso lituratus"
3,31.0493807537714,27.7809248513356,34.409044421316,29.5122876683997,28.1987133651782,30.8396419165376,"Naso lituratus"
4,31.1883586302786,27.8071174731614,34.7432216852024,29.5868876208339,28.2360553893524,30.9654074375654,"Naso lituratus"
5,31.2149179288745,27.8103499787941,34.8271161130632,29.5981516151258,28.2433475980384,30.981111679224,"Naso lituratus"
6,31.2201831905969,27.8107062242079,34.8424175436628,29.5998914084191,28.2446437891506,30.9829240271631,"Naso lituratus"
7,31.2212630513698,27.8107450061501,34.8477586887714,29.6001659486787,28.2446563879337,30.9833621208136,"Naso lituratus"
0,0.240624273126514,-0.736513709874299,1.22953331503265,0.314942916215686,-1.00829634957718,1.61671423344219,"Naso lituratus"
