"age","ypred_m","ypred_lq","ypred_uq","yrep_m","yrep_lq","yrep_uq","Species"
18,18.4986859932238,16.9345108765705,20.2046518445823,16.535767641934,15.7408285194161,17.2995381032273,"Acanthurus achilles"
19,18.4986860832097,16.9345108768967,20.2046520729279,16.5357676425138,15.7408285194192,17.2995381043616,"Acanthurus achilles"
20,18.4986861192493,16.9345108769812,20.2046521578204,16.5357676426884,15.7408285194198,17.299538104682,"Acanthurus achilles"
0,0.466959819161704,-0.536476552323568,1.4186176330074,0.61883018894616,-0.742785883487813,1.87038175608198,"Acanthurus achilles"
1,12.9055639634895,11.9536123885789,13.9126200838608,12.051757660546,11.0776373488992,12.9432255200661,"Acanthurus achilles"
2,16.7280017211218,15.8013549530022,17.6405288776854,13.3987676817191,11.9004565361585,14.8512894389891,"Acanthurus achilles"
3,17.9272478136353,16.6731276415903,19.1641473590288,13.5787689339576,11.9349424267222,15.280542051013,"Acanthurus achilles"
4,18.3108901341898,16.8645317360203,19.799757413115,13.6054312645501,11.9432601399997,15.372963687568,"Acanthurus achilles"
5,18.4358951416836,16.9157936011717,20.0352755480895,13.6097362747394,11.9440920648966,15.3921710735229,"Acanthurus achilles"
0,0.662142175855329,-0.915109685270413,2.36664011894959,0.70832062439054,-1.04232998923934,2.5274874388045,"Acanthurus lineatus"
1,15.8185165369332,14.005187450562,17.728812309751,15.7093384207846,13.621285072015,17.4998171133411,"Acanthurus lineatus"
2,21.252173573851,18.9784051684611,23.4502850613373,20.1355189275353,17.1629436711218,22.5978613323883,"Acanthurus lineatus"
3,23.2991460765045,19.7948660515572,26.3940668172123,21.6190580574144,17.4954289941444,25.9588332598077,"Acanthurus lineatus"
0,0.662142175855329,-0.915109685270413,2.36664011894959,1.20889553067149,-2.03750379293328,4.22383616832402,"Acanthurus lineatus"
1,15.8185165369332,14.005187450562,17.728812309751,10.9811693720875,8.39412467634327,13.494820454301,"Acanthurus lineatus"
2,21.252173573851,18.9784051684611,23.4502850613373,11.1702903970188,8.4019872458751,14.2147383466876,"Acanthurus lineatus"
3,23.2991460765045,19.7948660515572,26.3940668172123,11.1797150794308,8.40198844322198,14.2397603070255,"Acanthurus lineatus"
4,24.103167927205,20.0065236201583,28.0799308123731,11.1804891426309,8.40198844373022,14.2463904877766,"Acanthurus lineatus"
0,0.662142175855329,-0.915109685270413,2.36664011894959,0.704892933366191,-1.00595118353205,2.50495221854526,"Acanthurus lineatus"
1,15.8185165369332,14.005187450562,17.728812309751,15.9002748342555,14.1993077420209,17.6620237016617,"Acanthurus lineatus"
2,21.252173573851,18.9784051684611,23.4502850613373,20.4926927165167,18.6224281260959,22.2127005504095,"Acanthurus lineatus"
3,23.2991460765045,19.7948660515572,26.3940668172123,21.9551539432011,19.4616287573011,24.3172393780551,"Acanthurus lineatus"
4,24.103167927205,20.0065236201583,28.0799308123731,22.443125151433,19.6408899608492,25.3468929156888,"Acanthurus lineatus"
5,24.4305578254794,20.0252341333515,28.873607848461,22.6129952253231,19.681634389363,25.7975682431702,"Acanthurus lineatus"
0,0.662142175855329,-0.915109685270413,2.36664011894959,0.682264452477062,-0.96991526653031,2.39483368372495,"Acanthurus lineatus"
1,15.8185165369332,14.005187450562,17.728812309751,15.9292631789446,14.1997522052401,17.7469479577099,"Acanthurus lineatus"
2,21.252173573851,18.9784051684611,23.4502850613373,20.952531447654,19.5407639242565,22.4025265967399,"Acanthurus lineatus"
3,23.2991460765045,19.7948660515572,26.3940668172123,22.6603838474166,20.9113475574912,24.3146625439132,"Acanthurus lineatus"
4,24.103167927205,20.0065236201583,28.0799308123731,23.25791573277,21.208961095536,25.2419876172208,"Acanthurus lineatus"
5,24.4305578254794,20.0252341333515,28.873607848461,23.4725882679325,21.283389954225,25.6481873890355,"Acanthurus lineatus"
6,24.5681501803121,20.0321845296053,29.3458556703767,23.5516443797522,21.2944301436711,25.8492006721216,"Acanthurus lineatus"
7,24.6276260340801,20.0336602566114,29.6096947921553,23.5814435145201,21.2986214961764,25.9486144812968,"Acanthurus lineatus"
8,24.6539934287338,20.0339736534905,29.7071161412193,23.5929260520175,21.2997546524278,25.9851056517019,"Acanthurus lineatus"
0,0.662142175855329,-0.915109685270413,2.36664011894959,0.510334291505504,-0.68750778873545,1.83014247265353,"Acanthurus lineatus"
1,15.8185165369332,14.005187450562,17.728812309751,14.7085712823209,12.5013565819906,17.2339647076942,"Acanthurus lineatus"
2,21.252173573851,18.9784051684611,23.4502850613373,22.6742729486894,20.1512620457539,25.2887181867088,"Acanthurus lineatus"
3,23.2991460765045,19.7948660515572,26.3940668172123,27.1709660603674,25.0044692988877,29.2563951734805,"Acanthurus lineatus"
4,24.103167927205,20.0065236201583,28.0799308123731,29.7245025935375,28.0021904714974,31.4120238599189,"Acanthurus lineatus"
5,24.4305578254794,20.0252341333515,28.873607848461,31.1829132821529,29.7267198438006,32.664937419652,"Acanthurus lineatus"
6,24.5681501803121,20.0321845296053,29.3458556703767,32.0204894632663,30.586655836458,33.4938977544781,"Acanthurus lineatus"
7,24.6276260340801,20.0336602566114,29.6096947921553,32.5041057547949,30.9808439445999,34.0437123965317,"Acanthurus lineatus"
8,24.6539934287338,20.0339736534905,29.7071161412193,32.7848054148459,31.1660423103134,34.3847979819194,"Acanthurus lineatus"
9,24.6659535931521,20.0340402211647,29.770633947672,32.9485570045684,31.2570763287634,34.6044977088914,"Acanthurus lineatus"
10,24.6714930002098,20.0340543628649,29.8192725183589,33.0445579546261,31.3096750564908,34.7740215967826,"Acanthurus lineatus"
11,24.6741080094107,20.0340573675588,29.8306413647112,33.1011115650674,31.3377697366849,34.8934652449332,"Acanthurus lineatus"
12,24.6753642853349,20.0340580060445,29.8375666998023,33.1345844017129,31.3516443147332,34.9798038789312,"Acanthurus lineatus"
13,24.6759776090566,20.0340581417344,29.8409952757501,33.1544878471904,31.3540032095133,35.0185440559637,"Acanthurus lineatus"
14,24.6762815145732,20.0340581705737,29.8427095559119,33.1663763420147,31.3564021432677,35.0408827140247,"Acanthurus lineatus"
15,24.6764341773769,20.0340581767036,29.8435667009635,33.1735089821299,31.3586404764291,35.054215108491,"Acanthurus lineatus"
0,0.662142175855329,-0.915109685270413,2.36664011894959,0.609622386342651,-0.846398326601609,2.17885460024385,"Acanthurus lineatus"
1,15.8185165369332,14.005187450562,17.728812309751,15.6842598691079,13.7539180055373,17.771010152808,"Acanthurus lineatus"
2,21.252173573851,18.9784051684611,23.4502850613373,22.0687074874856,20.412194695014,23.7257969161354,"Acanthurus lineatus"
3,23.2991460765045,19.7948660515572,26.3940668172123,24.8160480318959,23.406820616558,26.2964331782283,"Acanthurus lineatus"
4,24.103167927205,20.0065236201583,28.0799308123731,26.0160240123618,24.3392197413054,27.6508335271225,"Acanthurus lineatus"
5,24.4305578254794,20.0252341333515,28.873607848461,26.5475608003684,24.6291246948936,28.3771124614846,"Acanthurus lineatus"
6,24.5681501803121,20.0321845296053,29.3458556703767,26.7861662666285,24.7689179668204,28.8230565687132,"Acanthurus lineatus"
7,24.6276260340801,20.0336602566114,29.6096947921553,26.8946445681307,24.8071264209245,29.041940318077,"Acanthurus lineatus"
8,24.6539934287338,20.0339736534905,29.7071161412193,26.9445656888108,24.8211911403439,29.1383046474856,"Acanthurus lineatus"
9,24.6659535931521,20.0340402211647,29.770633947672,26.9678088842329,24.8348762853684,29.1902051654446,"Acanthurus lineatus"
10,24.6714930002098,20.0340543628649,29.8192725183589,26.9787532609404,24.838132225637,29.2108556674442,"Acanthurus lineatus"
0,0.662142175855329,-0.915109685270413,2.36664011894959,0.664551763088825,-0.928028564899859,2.37567298907615,"Acanthurus lineatus"
1,15.8185165369332,14.005187450562,17.728812309751,15.9216863780842,14.1559229403566,17.8175721669687,"Acanthurus lineatus"
2,21.252173573851,18.9784051684611,23.4502850613373,21.2987709603467,19.9491735304109,22.6134792078406,"Acanthurus lineatus"
3,23.2991460765045,19.7948660515572,26.3940668172123,23.2290184054696,22.2048730411789,24.2410389696744,"Acanthurus lineatus"
4,24.103167927205,20.0065236201583,28.0799308123731,23.9339426729247,22.8723156922048,24.9735385370585,"Acanthurus lineatus"
5,24.4305578254794,20.0252341333515,28.873607848461,24.1955753479611,23.0379364874281,25.3299467881815,"Acanthurus lineatus"
6,24.5681501803121,20.0321845296053,29.3458556703767,24.2941765291334,23.0985685938062,25.5060296650152,"Acanthurus lineatus"
7,24.6276260340801,20.0336602566114,29.6096947921553,24.3318801593451,23.1196732127561,25.5834898526924,"Acanthurus lineatus"
8,24.6539934287338,20.0339736534905,29.7071161412193,24.3464987557352,23.1260064440876,25.6187811640517,"Acanthurus lineatus"
9,24.6659535931521,20.0340402211647,29.770633947672,24.35224248193,23.1268337456369,25.6328705033661,"Acanthurus lineatus"
10,24.6714930002098,20.0340543628649,29.8192725183589,24.3545281850863,23.1270737183765,25.6370134126826,"Acanthurus lineatus"
11,24.6741080094107,20.0340573675588,29.8306413647112,24.3554490175658,23.1271433267455,25.6399451522705,"Acanthurus lineatus"
12,24.6753642853349,20.0340580060445,29.8375666998023,24.3558244165956,23.127163517961,25.6412226936627,"Acanthurus lineatus"
13,24.6759776090566,20.0340581417344,29.8409952757501,24.3559792238137,23.1271693748219,25.6417691993492,"Acanthurus lineatus"
14,24.6762815145732,20.0340581705737,29.8427095559119,24.3560437776531,23.1271710737257,25.6419305754472,"Acanthurus lineatus"
15,24.6764341773769,20.0340581767036,29.8435667009635,24.3560709885738,23.1271715665295,25.6419976989598,"Acanthurus lineatus"
16,24.6765118411818,20.0340581780066,29.8439952803167,24.3560825795313,23.1271717094784,25.6420256198819,"Acanthurus lineatus"
17,24.6765518151577,20.0340581782836,29.8442095755309,24.3560875674491,23.1271717509441,25.6420372345044,"Acanthurus lineatus"
