"Family","Genus","Species","ID","Agei","Ri","Agecpt","Rcpt","Lcpt","L0p","R0p","Li_sp_m","Li_sp_sd","Li_sploc_m","Li_sploc_sd","Weight","Location","Observer"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_001",25,1.01664539264454,27,1.07659108114909,245.51,1.7,0.014,238.811579337232,0.93967657636251,239.277474311435,1.35193192685221,201.3,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_001",26,1.03429060908402,27,1.07659108114909,245.51,1.7,0.014,240.806964536818,0.663520778629485,241.135323101826,0.95474709871412,201.3,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_001",27,1.05683400546464,27,1.07659108114909,245.51,1.7,0.014,243.327218972183,0.310150375367051,243.48034177086,0.446355277299028,201.3,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_002",0,NA,13,0.793880902516876,229.649,1.7,NA,1.7,1.52415639583136e-14,1.7,2.92581627053252e-14,173.1,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_002",1,0.401615454200662,13,0.793880902516876,229.649,1.7,NA,163.818918742195,8.63276108935242,167.665267217696,11.6330507281957,173.1,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_002",2,0.456657606592671,13,0.793880902516876,229.649,1.7,NA,174.83936342435,7.48447638886392,178.158946212012,10.1278374791577,173.1,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_002",3,0.498832204210316,13,0.793880902516876,229.649,1.7,NA,182.767566175965,6.58086178689048,185.675217891438,8.93008326396188,173.1,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_002",4,0.551514434756557,13,0.793880902516876,229.649,1.7,NA,192.139813462098,5.43150883051204,194.52766257764,7.39364088162603,173.1,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_002",5,0.583719424200168,13,0.793880902516876,229.649,1.7,NA,197.614042651517,4.72047995268485,199.682828847208,6.43710050703203,173.1,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_002",6,0.611977189969202,13,0.793880902516876,229.649,1.7,NA,202.274257106039,4.09257460694418,204.062913753376,5.58904428314168,173.1,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_002",7,0.64151810848779,13,0.793880902516876,229.649,1.7,NA,207.014168313575,3.43292868001775,208.510192027531,4.69505178226723,173.1,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_002",8,0.668825201382751,13,0.793880902516876,229.649,1.7,NA,211.284101068278,2.82080472640049,212.510087554436,3.86287122780687,173.1,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_002",9,0.697202488209226,13,0.793880902516876,229.649,1.7,NA,215.61543360328,2.18279041309925,216.561499816942,2.99302320302743,173.1,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_002",10,0.721003535261973,13,0.793880902516876,229.649,1.7,NA,219.170028956323,1.64648765493662,219.882001197649,2.26001197673504,173.1,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_002",11,0.743011891230762,13,0.793880902516876,229.649,1.7,NA,222.396823949022,1.1498328197005,222.892975594705,1.57977401983287,173.1,"Manuae","Jean Bienvenu"
