"Location","Species","lmax","age","ypred_m","ypred_lq","ypred_uq","yrep_m","yrep_lq","yrep_uq"
"Manuae","Acanthurus achilles",24,4,18.8034210662862,17.7080055935115,19.8656234356223,19.3733792712353,17.9739397147332,20.7868387104674
"Manuae","Acanthurus achilles",24,5,19.0478915855658,17.8376845756136,20.2380836424735,19.7053428684702,18.129691585374,21.3616406141164
"Manuae","Acanthurus achilles",24,6,19.1444406924907,17.8786622540811,20.4250442275053,19.8480235388549,18.1722857438754,21.65242999535
"Manuae","Acanthurus achilles",24,0,0.68689105217049,-0.517338792574064,1.91265363606295,0.690598382636079,-0.515446173623074,1.93456277186601
"Manuae","Acanthurus achilles",24,1,12.2355502298368,11.1300430477969,13.4329290987456,12.2361833405912,11.0751205881435,13.4406531032359
"Manuae","Acanthurus achilles",24,2,16.5440059241433,15.6773608063767,17.4444160989326,16.48994752711,15.4838870193448,17.5288044164226
"Manuae","Acanthurus achilles",24,3,18.1761160686035,17.2466185155485,19.0652347572276,18.0973126743111,16.662577515332,19.4784422008395
"Manuae","Acanthurus achilles",24,4,18.8034210662862,17.7080055935115,19.8656234356223,18.7193271607473,16.9542526407078,20.5298355012622
"Manuae","Acanthurus achilles",24,0,0.68689105217049,-0.517338792574064,1.91265363606295,0.775398823118014,-0.583074974753326,2.14619232702736
"Manuae","Acanthurus achilles",24,1,12.2355502298368,11.1300430477969,13.4329290987456,12.4332854051683,11.4552064179073,13.4629550335721
"Manuae","Acanthurus achilles",24,2,16.5440059241433,15.6773608063767,17.4444160989326,15.7614566145699,15.0022795601373,16.5128626451232
"Manuae","Acanthurus achilles",24,3,18.1761160686035,17.2466185155485,19.0652347572276,16.7349627421458,15.8364801696079,17.5890911400259
"Manuae","Acanthurus achilles",24,4,18.8034210662862,17.7080055935115,19.8656234356223,17.0262313701542,16.0013706846967,18.0174658774993
"Manuae","Acanthurus achilles",24,5,19.0478915855658,17.8376845756136,20.2380836424735,17.115238839802,16.0316027713282,18.1863781629319
"Manuae","Acanthurus achilles",24,6,19.1444406924907,17.8786622540811,20.4250442275053,17.1429822872255,16.0392059933059,18.2463333207508
"Manuae","Acanthurus achilles",24,7,19.1830621409244,17.8894716807962,20.5180947515475,17.1517922856177,16.0417410070507,18.2610258037118
"Manuae","Acanthurus achilles",24,8,19.1987034903074,17.8944959323843,20.5525704767791,17.1546393718663,16.0421808697468,18.2696926099017
"Manuae","Acanthurus achilles",24,9,19.2051142506644,17.8963058708436,20.565472810521,17.1555747847746,16.0422823090482,18.2736163792987
"Manuae","Acanthurus achilles",24,10,19.2077723585811,17.8964244187364,20.5751388014174,17.1558869520731,16.0423057043734,18.2741370758824
"Manuae","Acanthurus achilles",24,11,19.2088869414257,17.8964572032132,20.5797079541087,17.1559926791549,16.0423111005635,18.2745996394468
"Manuae","Acanthurus achilles",24,12,19.2093594244735,17.8964662769298,20.5812024821009,17.1560289919389,16.0423123453142,18.274767723537
