"Species","Location","Agei","Estimate","Est.Error","Q2.5","Q97.5"
"Ostorhinchus angustatus","Moorea",2.5,6.12133052701122,0.30911133059567,5.51710727834337,6.75058128594616
"Ostorhinchus angustatus","Moorea",2.6,6.23249374039294,0.297229153022278,5.65190588329061,6.83537976202828
"Ostorhinchus angustatus","Moorea",2.7,6.33777059339454,0.285597098586773,5.7755769008093,6.91320632390123
"Ostorhinchus angustatus","Moorea",2.8,6.43749164973342,0.274274410586075,5.89645805850235,6.98775478202892
"Ostorhinchus angustatus","Moorea",2.9,6.53196778459573,0.263328954451667,6.01330266876054,7.05737297898069
"Ostorhinchus angustatus","Moorea",3,6.62149142956321,0.252835625684118,6.11962031931983,7.12721666998597
"Ostorhinchus angustatus","Moorea",3.1,6.70633773379265,0.242874881924289,6.22254306664595,7.19187128688462
"Ostorhinchus angustatus","Moorea",3.2,6.78676564746321,0.233531192936703,6.32276137919641,7.24984311978848
"Ostorhinchus angustatus","Moorea",3.3,6.86301893304293,0.22489120359726,6.41381470814355,7.30756950762377
"Ostorhinchus angustatus","Moorea",3.4,6.93532710950069,0.217041423871347,6.50170032018524,7.36496717303873
"Ostorhinchus angustatus","Moorea",3.5,7.00390633420006,0.210065312505007,6.58340867766401,7.41924535887934
"Ostorhinchus angustatus","Moorea",3.6,7.06896022685339,0.204039723484136,6.66100344693713,7.47250413569725
"Ostorhinchus angustatus","Moorea",3.7,7.1306806395858,0.199030842296027,6.7360865966344,7.52623925595469
"Ostorhinchus angustatus","Moorea",3.8,7.18924837685624,0.195089936489341,6.80297170254203,7.57864980788778
"Ostorhinchus angustatus","Moorea",3.9,7.24483386870502,0.19224943445585,6.86627906135035,7.62746385285012
"Ostorhinchus angustatus","Moorea",4,7.29759780054093,0.19051995437006,6.92132841638277,7.67993084742551
"Ostorhinchus angustatus","Moorea",4.1,7.34769170244574,0.189888860666674,6.97003620873759,7.7271399047252
"Ostorhinchus angustatus","Moorea",4.2,7.39525850075636,0.190320702356792,7.01377842219685,7.77529679655351
"Ostorhinchus angustatus","Moorea",4.3,7.44043303448484,0.19175953566644,7.05410982700777,7.82332980198909
"Ostorhinchus angustatus","Moorea",4.4,7.48334253895172,0.194132767290944,7.09148862711544,7.87259909054469
"Ostorhinchus angustatus","Moorea",4.5,7.5241070988376,0.197355898467344,7.12568927663014,7.91995459800504
"Ostorhinchus angustatus","Moorea",4.6,7.56284007270037,0.201337475856483,7.15466419094229,7.96472433195017
"Ostorhinchus angustatus","Moorea",4.7,7.59964849086018,0.205983654032663,7.18112262254961,8.00817816865911
"Ostorhinchus angustatus","Moorea",4.8,7.63463342841961,0.211201977002013,7.20471401514164,8.05422374828923
"Ostorhinchus angustatus","Moorea",4.9,7.66789035506229,0.21690420857576,7.22705923385088,8.09825314941011
"Ostorhinchus angustatus","Moorea",5,7.69950946315803,0.223008222295422,7.24417046187926,8.1395453971806
"Ostorhinchus angustatus","Moorea",5.1,7.72957597559625,0.229439075471414,7.26318845281642,8.18172762160795
"Ostorhinchus angustatus","Moorea",5.2,7.75817043467048,0.236129442067032,7.27817291327793,8.22543395995643
"Ostorhinchus angustatus","Moorea",5.3,7.78536897324596,0.243019583276511,7.29157185405955,8.26706595675985
"Ostorhinchus angustatus","Moorea",5.4,7.81124356935703,0.250057012587997,7.30493244748694,8.30755323894268
"Ostorhinchus angustatus","Moorea",5.5,7.83586228530307,0.257195979616102,7.31624524621035,8.34800800063388
"Ostorhinchus angustatus","Moorea",5.6,7.85928949223858,0.264396863952978,7.32853271365025,8.38747995074769
"Ostorhinchus angustatus","Moorea",5.7,7.88158608118563,0.271625541704244,7.33848375906508,8.42397864597371
"Ostorhinchus angustatus","Moorea",5.8,7.9028096613341,0.278852764926558,7.34676569542972,8.46294818748205
"Ostorhinchus angustatus","Moorea",5.9,7.92301474643703,0.286053577720634,7.35248319145821,8.49695852542659
"Ostorhinchus angustatus","Moorea",6,7.94225293005415,0.293206781309666,7.36040941335996,8.53410709229088
"Ostorhinchus apogonoides","Marquesas",0,1.57531854899595,0.486413833095451,0.315788470514526,2.16644603485467
"Ostorhinchus apogonoides","Marquesas",0.1,1.99285250561296,0.433144382206882,0.891912428631187,2.55147917990032
"Ostorhinchus apogonoides","Marquesas",0.2,2.38731509242115,0.387038682391126,1.4303714316583,2.91596554556161
"Ostorhinchus apogonoides","Marquesas",0.3,2.76000229446484,0.347518781431606,1.90927086354093,3.26482496362855
"Ostorhinchus apogonoides","Marquesas",0.4,3.11213600595745,0.314014739560143,2.36003767000738,3.59437702577287
"Ostorhinchus apogonoides","Marquesas",0.5,3.44486834661675,0.285950026151694,2.77524955131661,3.90805924153498
"Ostorhinchus apogonoides","Marquesas",0.6,3.75928572140608,0.262731164643584,3.16046218230227,4.20754469949786
"Ostorhinchus apogonoides","Marquesas",0.7,4.05641263926908,0.243745244064939,3.51778813547568,4.48914406196489
"Ostorhinchus apogonoides","Marquesas",0.8,4.33721530547667,0.228367618867456,3.84873902691456,4.75646464619189
"Ostorhinchus apogonoides","Marquesas",0.9,4.6026050012976,0.215979158555213,4.15124050207379,5.0094505635848
"Ostorhinchus apogonoides","Marquesas",1,4.85344126385418,0.205989064017084,4.42872025744448,5.24758029512906
"Ostorhinchus apogonoides","Marquesas",1.1,5.0905348782293,0.197857421025108,4.69092598151573,5.47408758579652
"Ostorhinchus apogonoides","Marquesas",1.2,5.31465069314559,0.191112313781529,4.9353249462528,5.69070065974252
"Ostorhinchus apogonoides","Marquesas",1.3,5.52651027083927,0.185358824787961,5.16317954372464,5.89318798903014
"Ostorhinchus apogonoides","Marquesas",1.4,5.72679438109753,0.180280025204921,5.3767790062555,6.08560428764517
"Ostorhinchus apogonoides","Marquesas",1.5,5.91614534881513,0.175631882242013,5.57579672711046,6.26694082457861
"Ostorhinchus apogonoides","Marquesas",1.6,6.09516926385201,0.171234580646898,5.76339702431025,6.43896302898308
"Ostorhinchus apogonoides","Marquesas",1.7,6.26443806143538,0.16696244557496,5.94077008639722,6.60006239891011
"Ostorhinchus apogonoides","Marquesas",1.8,6.42449148084538,0.162733985957939,6.1105010894119,6.75190233732547
"Ostorhinchus apogonoides","Marquesas",1.9,6.57583890965066,0.158502915613421,6.26862188416542,6.8934696697685
"Ostorhinchus apogonoides","Marquesas",2,6.71896112031692,0.154250511022507,6.41949337352794,7.02886986070956
"Ostorhinchus apogonoides","Marquesas",2.1,6.85431190559594,0.149979349725868,6.56255276674565,7.15464815579035
"Ostorhinchus apogonoides","Marquesas",2.2,6.98231961871284,0.145708302468241,6.69830436256501,7.2745980391453
"Ostorhinchus apogonoides","Marquesas",2.3,7.103388624004,0.14146857564774,6.82691429856918,7.38743040993835
"Ostorhinchus apogonoides","Marquesas",2.4,7.21790066331523,0.137300577787593,6.94972758758067,7.49461822183413
"Ostorhinchus apogonoides","Marquesas",2.5,7.32621614314832,0.133251387926879,7.06484391128968,7.59579174742412
"Ostorhinchus apogonoides","Marquesas",2.6,7.42867534724251,0.129372620314412,7.17527005749665,7.68990161125761
"Ostorhinchus apogonoides","Marquesas",2.7,7.52559957899457,0.125718502765489,7.27857582559877,7.78002913947368
"Ostorhinchus apogonoides","Marquesas",2.8,7.61729223785541,0.122344015754638,7.37664493316289,7.8642297814617
"Ostorhinchus apogonoides","Marquesas",2.9,7.70403983359257,0.119302979571206,7.47090397434799,7.94429343116625
"Ostorhinchus apogonoides","Marquesas",3,7.7861129420735,0.11664603217427,7.55791180097461,8.01992081193308
"Ostorhinchus apogonoides","Marquesas",3.1,7.86376710600555,0.114418512315563,7.64063521823258,8.09148222206995
"Ostorhinchus apogonoides","Marquesas",3.2,7.93724368386261,0.112658345545094,7.71645957629836,8.16205797512681
"Ostorhinchus apogonoides","Marquesas",3.3,8.00677065003467,0.111394109504659,7.78813253891145,8.22852462361743
"Ostorhinchus apogonoides","Marquesas",3.4,8.07256334905545,0.110643505724658,7.85513423166792,8.29309166133895
"Ostorhinchus apogonoides","Marquesas",3.5,8.13482520659243,0.11041246381932,7.91735027526057,8.35391006658726
