"age","ypred_m","ypred_lq","ypred_uq","yrep_m","yrep_lq","yrep_uq","Species","Location"
2,9.61819027163429,8.72864687652513,10.4618415766081,10.6430067906954,9.88397940208078,11.4360829657706,"Balistapus undulatus","Moorea"
3,11.9225014529866,10.6493011614777,13.1548618627573,13.9080996661506,12.9931595553578,14.886064143566,"Balistapus undulatus","Moorea"
4,13.5164749075245,11.8554657899146,15.181734234423,16.5099614551369,15.3280988669669,17.7139665340608,"Balistapus undulatus","Moorea"
5,14.6232910125092,12.5481932148446,16.6758317045407,18.5862353479249,17.0662732151158,20.0630956930448,"Balistapus undulatus","Moorea"
6,15.3946394343837,12.9888428848768,17.8471040527664,20.2453883864148,18.3132400758155,22.0653669108781,"Balistapus undulatus","Moorea"
0,1.39877510385522,0.508782430230346,2.29335349487524,1.40508707321262,0.535561338457262,2.2520123651628,"Balistapus undulatus","Moorea"
1,6.27364021005042,5.72450497687544,6.83615104683409,6.12554905362348,5.54491326112312,6.77245766140887,"Balistapus undulatus","Moorea"
2,9.61819027163429,8.72864687652513,10.4618415766081,9.13507890866286,8.37739782707305,9.96357343997198,"Balistapus undulatus","Moorea"
3,11.9225014529866,10.6493011614777,13.1548618627573,11.0596868071506,10.251827061875,11.8759827823786,"Balistapus undulatus","Moorea"
4,13.5164749075245,11.8554657899146,15.181734234423,12.2941685174508,11.5312640193523,13.0365128212545,"Balistapus undulatus","Moorea"
5,14.6232910125092,12.5481932148446,16.6758317045407,13.0883073856468,12.3793478942381,13.7905092879073,"Balistapus undulatus","Moorea"
6,15.3946394343837,12.9888428848768,17.8471040527664,13.6006369774889,12.9144350061035,14.2833484596329,"Balistapus undulatus","Moorea"
7,15.9340757010706,13.2445533390484,18.694065769439,13.9320858483518,13.2343838106435,14.6255589578738,"Balistapus undulatus","Moorea"
8,16.3125917467443,13.4376797695985,19.3285614527369,14.1471023212872,13.4104895190738,14.858390860773,"Balistapus undulatus","Moorea"
9,16.579049917924,13.5331108265377,19.8032020921429,14.2869611804257,13.5112249032232,15.0320101035957,"Balistapus undulatus","Moorea"
10,16.7672091753948,13.6018372620775,20.1433370601335,14.3781721778074,13.572159328742,15.1430864540041,"Balistapus undulatus","Moorea"
11,16.9004784023066,13.6427131902684,20.421390578402,14.4378097864649,13.6173547957751,15.2202236517327,"Balistapus undulatus","Moorea"
12,16.995146181291,13.6733699792411,20.6384893192789,14.4769016795016,13.6360518645786,15.2796500140432,"Balistapus undulatus","Moorea"
13,17.0625845130341,13.6927650602534,20.8017986191991,14.5025893743321,13.6471908955977,15.3204789667361,"Balistapus undulatus","Moorea"
14,17.110758414493,13.6997479112925,20.9245902836225,14.5195099359743,13.6558794025134,15.3485250797095,"Balistapus undulatus","Moorea"
15,17.1452639509153,13.7040333626365,21.017703913512,14.5306820567167,13.6613040516046,15.362451378097,"Balistapus undulatus","Moorea"
16,17.1700445995446,13.7066208720709,21.0873379641565,14.5380758680769,13.6647895299421,15.3811006416549,"Balistapus undulatus","Moorea"
17,17.187887345037,13.708195133077,21.1435204607335,14.5429803638944,13.6668866156046,15.3900522935244,"Balistapus undulatus","Moorea"
18,17.2007673835294,13.7117918481887,21.180323789581,14.546240949558,13.668181277982,15.3970282084155,"Balistapus undulatus","Moorea"
0,1.39877510385522,0.508782430230346,2.29335349487524,1.41103021749239,0.548992332503104,2.24194474753951,"Balistapus undulatus","Moorea"
1,6.27364021005042,5.72450497687544,6.83615104683409,5.98810679204423,5.36110033234285,6.68563675802682,"Balistapus undulatus","Moorea"
2,9.61819027163429,8.72864687652513,10.4618415766081,8.71445884538061,7.94637158990582,9.52465750550756,"Balistapus undulatus","Moorea"
3,11.9225014529866,10.6493011614777,13.1548618627573,10.3488463676247,9.55039303662765,11.1603009016974,"Balistapus undulatus","Moorea"
4,13.5164749075245,11.8554657899146,15.181734234423,11.3345937863596,10.5047891596707,12.1835844088794,"Balistapus undulatus","Moorea"
5,14.6232910125092,12.5481932148446,16.6758317045407,11.9325744378899,11.0214968481359,12.8556369761084,"Balistapus undulatus","Moorea"
6,15.3946394343837,12.9888428848768,17.8471040527664,12.2973331865776,11.2949309764176,13.2976026403155,"Balistapus undulatus","Moorea"
7,15.9340757010706,13.2445533390484,18.694065769439,12.5210087712763,11.4301154793891,13.5968722260229,"Balistapus undulatus","Moorea"
8,16.3125917467443,13.4376797695985,19.3285614527369,12.658866868125,11.4976842346008,13.8210409396848,"Balistapus undulatus","Moorea"
9,16.579049917924,13.5331108265377,19.8032020921429,12.7442479089483,11.5335521493271,13.9698166617471,"Balistapus undulatus","Moorea"
10,16.7672091753948,13.6018372620775,20.1433370601335,12.7973764291791,11.5502268567072,14.063872458451,"Balistapus undulatus","Moorea"
0,1.39877510385522,0.508782430230346,2.29335349487524,1.40907279946016,0.536957743978195,2.27107186878695,"Balistapus undulatus","Moorea"
1,6.27364021005042,5.72450497687544,6.83615104683409,6.13878628197945,5.58490194839879,6.76592936119466,"Balistapus undulatus","Moorea"
2,9.61819027163429,8.72864687652513,10.4618415766081,9.15120501935484,8.39341322745222,9.95385303421958,"Balistapus undulatus","Moorea"
3,11.9225014529866,10.6493011614777,13.1548618627573,11.0822234017979,10.1166741093736,12.0713604718554,"Balistapus undulatus","Moorea"
4,13.5164749075245,11.8554657899146,15.181734234423,12.327597264426,11.0967280262851,13.5518966301005,"Balistapus undulatus","Moorea"
5,14.6232910125092,12.5481932148446,16.6758317045407,13.1354298525986,11.6413019464093,14.6419849694255,"Balistapus undulatus","Moorea"
6,15.3946394343837,12.9888428848768,17.8471040527664,13.6623312924261,11.9449886327783,15.4196542905251,"Balistapus undulatus","Moorea"
0,1.39877510385522,0.508782430230346,2.29335349487524,1.41326068245744,0.548215172892345,2.24484255271876,"Balistapus undulatus","Moorea"
1,6.27364021005042,5.72450497687544,6.83615104683409,5.99235184915107,5.38561234712508,6.67475444494051,"Balistapus undulatus","Moorea"
2,9.61819027163429,8.72864687652513,10.4618415766081,8.71813153264394,7.90058684401091,9.53773593160622,"Balistapus undulatus","Moorea"
3,11.9225014529866,10.6493011614777,13.1548618627573,10.3560497980418,9.34365521167712,11.35488015121,"Balistapus undulatus","Moorea"
4,13.5164749075245,11.8554657899146,15.181734234423,11.3489204018128,10.094658477374,12.6217551938427,"Balistapus undulatus","Moorea"
5,14.6232910125092,12.5481932148446,16.6758317045407,11.9557173441095,10.4635732823611,13.4673389559178,"Balistapus undulatus","Moorea"
6,15.3946394343837,12.9888428848768,17.8471040527664,12.3294223823331,10.6484219956712,14.0418318222832,"Balistapus undulatus","Moorea"
0,1.39877510385522,0.508782430230346,2.29335349487524,1.41320594792215,0.556096645869281,2.2377992998783,"Balistapus undulatus","Moorea"
1,6.27364021005042,5.72450497687544,6.83615104683409,5.92483161771693,5.28517063057095,6.64030023255418,"Balistapus undulatus","Moorea"
2,9.61819027163429,8.72864687652513,10.4618415766081,8.53293816615548,7.74923414955347,9.36643839900214,"Balistapus undulatus","Moorea"
3,11.9225014529866,10.6493011614777,13.1548618627573,10.0536235099011,9.22065382481295,10.939829589076,"Balistapus undulatus","Moorea"
4,13.5164749075245,11.8554657899146,15.181734234423,10.947433528831,10.021892979323,11.9168182562723,"Balistapus undulatus","Moorea"
5,14.6232910125092,12.5481932148446,16.6758317045407,11.47677782951,10.4274231674802,12.5625935172161,"Balistapus undulatus","Moorea"
6,15.3946394343837,12.9888428848768,17.8471040527664,11.7925217037542,10.6249447043983,12.9918012242265,"Balistapus undulatus","Moorea"
7,15.9340757010706,13.2445533390484,18.694065769439,11.9821354077404,10.7020142548929,13.2828922700852,"Balistapus undulatus","Moorea"
8,16.3125917467443,13.4376797695985,19.3285614527369,12.0967374505111,10.7481949616262,13.4625502428952,"Balistapus undulatus","Moorea"
0,1.39877510385522,0.508782430230346,2.29335349487524,1.41544015516392,0.565321420511797,2.22576161264175,"Balistapus undulatus","Moorea"
1,6.27364021005042,5.72450497687544,6.83615104683409,5.73248779520834,5.0434628720279,6.50947108957535,"Balistapus undulatus","Moorea"
2,9.61819027163429,8.72864687652513,10.4618415766081,8.01991236097577,7.22210147671598,8.89002609670737,"Balistapus undulatus","Moorea"
3,11.9225014529866,10.6493011614777,13.1548618627573,9.2472532548429,8.42310729657982,10.1169557310547,"Balistapus undulatus","Moorea"
4,13.5164749075245,11.8554657899146,15.181734234423,9.91350990091205,9.00842743154113,10.8261508976884,"Balistapus undulatus","Moorea"
5,14.6232910125092,12.5481932148446,16.6758317045407,10.2791281527866,9.26440629461717,11.2744542462794,"Balistapus undulatus","Moorea"
6,15.3946394343837,12.9888428848768,17.8471040527664,10.4818116960382,9.39043674980876,11.5650048803935,"Balistapus undulatus","Moorea"
7,15.9340757010706,13.2445533390484,18.694065769439,10.5952454628042,9.43588019470274,11.7266165567105,"Balistapus undulatus","Moorea"
8,16.3125917467443,13.4376797695985,19.3285614527369,10.659301068251,9.46634810143919,11.8363625291474,"Balistapus undulatus","Moorea"
9,16.579049917924,13.5331108265377,19.8032020921429,10.6957802185192,9.47367617335467,11.9177220457699,"Balistapus undulatus","Moorea"
0,1.39877510385522,0.508782430230346,2.29335349487524,1.41618190629537,0.598556097236476,2.18513735383058,"Balistapus undulatus","Moorea"
1,6.27364021005042,5.72450497687544,6.83615104683409,5.07269791741827,4.08606669303261,6.02230861076623,"Balistapus undulatus","Moorea"
2,9.61819027163429,8.72864687652513,10.4618415766081,6.54316486032851,4.87933966208681,8.21436683520386,"Balistapus undulatus","Moorea"
3,11.9225014529866,10.6493011614777,13.1548618627573,7.18295262583658,5.0099654991865,9.46995574879511,"Balistapus undulatus","Moorea"
0,1.02095407927012,0.106904818070859,1.99327656210252,0.995940113300541,0.103500746686714,1.96718711708205,"Odonus niger","Moorea"
1,10.7095475867398,9.97424340593177,11.5030460413597,10.5942887527509,9.93381447013741,11.2943692211731,"Odonus niger","Moorea"
2,16.0868592837708,15.3886941300449,16.7726088985679,16.1144829508323,15.3976562222965,16.8240139609078,"Odonus niger","Moorea"
3,19.0858361571331,18.2435604114758,19.8351728000834,19.2953620218159,18.6576373737766,19.9499611288732,"Odonus niger","Moorea"
4,20.7662088644266,19.5229961638091,21.7950800382142,21.1317585689152,20.4537882419933,21.8085383457848,"Odonus niger","Moorea"
5,21.7119906407618,20.1158318608429,23.0754372762501,22.1939537350077,21.3938559028894,22.9750920170159,"Odonus niger","Moorea"
6,22.2466333091049,20.3908351030264,23.8892502031616,22.809489380769,21.8806381882228,23.7254114735449,"Odonus niger","Moorea"
7,22.5501368837756,20.5245683564194,24.396574018256,23.1668494535833,22.147886310293,24.2007609401216,"Odonus niger","Moorea"
8,22.7231331535935,20.5886473629397,24.6936445281133,23.3747023330022,22.2871005273721,24.4974191989809,"Odonus niger","Moorea"
9,22.8221324551338,20.6267902696876,24.8747227723251,23.4958170312283,22.3630004926981,24.6881361436391,"Odonus niger","Moorea"
10,22.8790051451695,20.6401380226519,24.9924820490513,23.5665175054037,22.3988588346251,24.7980667580809,"Odonus niger","Moorea"
11,22.911800255144,20.6465155676669,25.0605655001831,23.6078628487528,22.4144244250763,24.8689116563504,"Odonus niger","Moorea"
12,22.9307808061616,20.6496027191561,25.0957267978849,23.6320845157951,22.4261219844272,24.9182005705178,"Odonus niger","Moorea"
13,22.9418055025874,20.6515127553872,25.1275090883877,23.6462995903384,22.433635636382,24.94562931643,"Odonus niger","Moorea"
0,1.02095407927012,0.106904818070859,1.99327656210252,1.10568330930305,0.121375341686512,2.15738526811969,"Odonus niger","Moorea"
1,10.7095475867398,9.97424340593177,11.5030460413597,11.0051709178231,10.0395541193563,11.9352418004711,"Odonus niger","Moorea"
2,16.0868592837708,15.3886941300449,16.7726088985679,15.8545983410518,14.992689510231,16.6151124177669,"Odonus niger","Moorea"
3,19.0858361571331,18.2435604114758,19.8351728000834,18.2767487152843,16.5942040377696,19.6458050820874,"Odonus niger","Moorea"
4,20.7662088644266,19.5229961638091,21.7950800382142,19.5090126431271,17.1506680255267,21.7119082133481,"Odonus niger","Moorea"
0,1.02095407927012,0.106904818070859,1.99327656210252,1.0676732221557,0.11713989418764,2.07900607043802,"Odonus niger","Moorea"
1,10.7095475867398,9.97424340593177,11.5030460413597,10.9005597193788,10.0893207904652,11.7450913110537,"Odonus niger","Moorea"
2,16.0868592837708,15.3886941300449,16.7726088985679,16.0106700398277,15.3079745072343,16.6904934519163,"Odonus niger","Moorea"
3,19.0858361571331,18.2435604114758,19.8351728000834,18.6872731154296,17.7054798392103,19.5770440974485,"Odonus niger","Moorea"
4,20.7662088644266,19.5229961638091,21.7950800382142,20.0999410324178,18.6793519628824,21.437855438348,"Odonus niger","Moorea"
5,21.7119906407618,20.1158318608429,23.0754372762501,20.851055130106,19.0924761719388,22.6293073380286,"Odonus niger","Moorea"
6,22.2466333091049,20.3908351030264,23.8892502031616,21.2533058269179,19.2737148835304,23.3692435179591,"Odonus niger","Moorea"
0,1.02095407927012,0.106904818070859,1.99327656210252,1.16234838123807,0.124517203408833,2.26862875894715,"Odonus niger","Moorea"
1,10.7095475867398,9.97424340593177,11.5030460413597,11.1703147749287,10.336461585754,12.05739584387,"Odonus niger","Moorea"
2,16.0868592837708,15.3886941300449,16.7726088985679,15.6850455225337,14.8353186420613,16.4335617242448,"Odonus niger","Moorea"
3,19.0858361571331,18.2435604114758,19.8351728000834,17.7551976663912,16.3139631375347,18.9793840587338,"Odonus niger","Moorea"
4,20.7662088644266,19.5229961638091,21.7950800382142,18.7191886682046,16.7974166924082,20.5546186710242,"Odonus niger","Moorea"
5,21.7119906407618,20.1158318608429,23.0754372762501,19.1747102276813,16.972805735961,21.4363751548296,"Odonus niger","Moorea"
0,1.02095407927012,0.106904818070859,1.99327656210252,0.861148264808386,0.0855982735741329,1.69678007772276,"Odonus niger","Moorea"
1,10.7095475867398,9.97424340593177,11.5030460413597,9.80077562246495,8.98491420863701,10.5936502125598,"Odonus niger","Moorea"
2,16.0868592837708,15.3886941300449,16.7726088985679,15.8104411000149,14.848165879118,16.7766109171029,"Odonus niger","Moorea"
3,19.0858361571331,18.2435604114758,19.8351728000834,19.855045671092,18.902923005165,20.7854496735616,"Odonus niger","Moorea"
4,20.7662088644266,19.5229961638091,21.7950800382142,22.5802206254011,21.7006303204322,23.4430574475742,"Odonus niger","Moorea"
5,21.7119906407618,20.1158318608429,23.0754372762501,24.4184639611194,23.5273626540689,25.3365223490707,"Odonus niger","Moorea"
6,22.2466333091049,20.3908351030264,23.8892502031616,25.6598296160967,24.6496690003693,26.6607988360537,"Odonus niger","Moorea"
7,22.5501368837756,20.5245683564194,24.396574018256,26.4990624673448,25.3717742511386,27.6269108654762,"Odonus niger","Moorea"
8,22.7231331535935,20.5886473629397,24.6936445281133,27.0670636668071,25.8189073477726,28.341657836217,"Odonus niger","Moorea"
9,22.8221324551338,20.6267902696876,24.8747227723251,27.4519195715488,26.0939250125575,28.8369183240111,"Odonus niger","Moorea"
10,22.8790051451695,20.6401380226519,24.9924820490513,27.7129717825897,26.2791876575196,29.2038376193447,"Odonus niger","Moorea"
11,22.911800255144,20.6465155676669,25.0605655001831,27.8902417708747,26.392684919592,29.4559327549997,"Odonus niger","Moorea"
0,1.02095407927012,0.106904818070859,1.99327656210252,1.03407975705379,0.111855819277751,2.02423626674851,"Odonus niger","Moorea"
1,10.7095475867398,9.97424340593177,11.5030460413597,10.7684291405228,10.1093256947325,11.490054255678,"Odonus niger","Moorea"
2,16.0868592837708,15.3886941300449,16.7726088985679,16.0918939697019,15.3868052759925,16.7792535181683,"Odonus niger","Moorea"
3,19.0858361571331,18.2435604114758,19.8351728000834,19.0104226956776,18.3542828421984,19.6518967242128,"Odonus niger","Moorea"
4,20.7662088644266,19.5229961638091,21.7950800382142,20.6144090790964,19.8668119302805,21.3209097144282,"Odonus niger","Moorea"
5,21.7119906407618,20.1158318608429,23.0754372762501,21.4980802374177,20.6236227185419,22.3331865394566,"Odonus niger","Moorea"
6,22.2466333091049,20.3908351030264,23.8892502031616,21.9860818066658,20.9893256841411,22.9688709973416,"Odonus niger","Moorea"
7,22.5501368837756,20.5245683564194,24.396574018256,22.2562165767904,21.1657353389274,23.3388835398354,"Odonus niger","Moorea"
8,22.7231331535935,20.5886473629397,24.6936445281133,22.4061013658827,21.2640888093526,23.5670885492721,"Odonus niger","Moorea"
9,22.8221324551338,20.6267902696876,24.8747227723251,22.4894584128158,21.3077927152731,23.6888431660766,"Odonus niger","Moorea"
10,22.8790051451695,20.6401380226519,24.9924820490513,22.5359233544453,21.3308877911928,23.7741074133526,"Odonus niger","Moorea"
11,22.911800255144,20.6465155676669,25.0605655001831,22.5618829615334,21.3442369746121,23.8224400363616,"Odonus niger","Moorea"
12,22.9307808061616,20.6496027191561,25.0957267978849,22.576419214043,21.3506882887291,23.8491170326943,"Odonus niger","Moorea"
13,22.9418055025874,20.6515127553872,25.1275090883877,22.5845771636892,21.3531896001224,23.8678282484105,"Odonus niger","Moorea"
0,1.02095407927012,0.106904818070859,1.99327656210252,0.866524557683008,0.089304293129383,1.71975822789358,"Odonus niger","Moorea"
1,10.7095475867398,9.97424340593177,11.5030460413597,9.8349201243079,9.03601748352731,10.6595423967035,"Odonus niger","Moorea"
2,16.0868592837708,15.3886941300449,16.7726088985679,15.8299813441248,14.8879079442055,16.7763518696003,"Odonus niger","Moorea"
3,19.0858361571331,18.2435604114758,19.8351728000834,19.8423551511479,18.9333821437484,20.7480586784163,"Odonus niger","Moorea"
4,20.7662088644266,19.5229961638091,21.7950800382142,22.5310168669015,21.6853227042706,23.397879555325,"Odonus niger","Moorea"
5,21.7119906407618,20.1158318608429,23.0754372762501,24.3348496387234,23.459537938205,25.1893684269545,"Odonus niger","Moorea"
6,22.2466333091049,20.3908351030264,23.8892502031616,25.5465081655819,24.5383266065911,26.5216874190193,"Odonus niger","Moorea"
7,22.5501368837756,20.5245683564194,24.396574018256,26.3613753115282,25.181415937069,27.4634115964397,"Odonus niger","Moorea"
8,22.7231331535935,20.5886473629397,24.6936445281133,26.9100499815275,25.5723326817639,28.1689706351996,"Odonus niger","Moorea"
9,22.8221324551338,20.6267902696876,24.8747227723251,27.2799324121186,25.8548336442852,28.6898440351087,"Odonus niger","Moorea"
10,22.8790051451695,20.6401380226519,24.9924820490513,27.5295829712593,25.9952813671984,29.0633237069296,"Odonus niger","Moorea"
11,22.911800255144,20.6465155676669,25.0605655001831,27.6982852701972,26.0959371098709,29.3176647709307,"Odonus niger","Moorea"
0,1.02095407927012,0.106904818070859,1.99327656210252,1.12672591288685,0.121520864767949,2.20989324877342,"Odonus niger","Moorea"
1,10.7095475867398,9.97424340593177,11.5030460413597,11.0910334688818,10.2936046259943,11.9302883072919,"Odonus niger","Moorea"
2,16.0868592837708,15.3886941300449,16.7726088985679,15.8449321124697,15.1051668735377,16.5665278343848,"Odonus niger","Moorea"
3,19.0858361571331,18.2435604114758,19.8351728000834,18.1353719498758,17.0414207706566,19.1478494905045,"Odonus niger","Moorea"
4,20.7662088644266,19.5229961638091,21.7950800382142,19.2494794430709,17.7680433069638,20.7212021013501,"Odonus niger","Moorea"
5,21.7119906407618,20.1158318608429,23.0754372762501,19.7964470331157,18.0499914033551,21.6318850956276,"Odonus niger","Moorea"
6,22.2466333091049,20.3908351030264,23.8892502031616,20.0674169468292,18.1623078558395,22.1587010941902,"Odonus niger","Moorea"
0,1.02095407927012,0.106904818070859,1.99327656210252,1.09942323168187,0.116711419335512,2.13084058593467,"Odonus niger","Moorea"
1,10.7095475867398,9.97424340593177,11.5030460413597,11.0057476629787,10.1614710323138,11.8912665300688,"Odonus niger","Moorea"
2,16.0868592837708,15.3886941300449,16.7726088985679,15.9159968865222,15.1763901222821,16.6321674199472,"Odonus niger","Moorea"
3,19.0858361571331,18.2435604114758,19.8351728000834,18.3799660683747,17.1063141492885,19.4861151506568,"Odonus niger","Moorea"
4,20.7662088644266,19.5229961638091,21.7950800382142,19.6310893165124,17.8187414136349,21.3182378197392,"Odonus niger","Moorea"
5,21.7119906407618,20.1158318608429,23.0754372762501,20.2736527620007,18.1116351751801,22.4793312727257,"Odonus niger","Moorea"
0,1.02095407927012,0.106904818070859,1.99327656210252,0.962247769712371,0.100339569476362,1.90626857288076,"Odonus niger","Moorea"
1,10.7095475867398,9.97424340593177,11.5030460413597,10.4145323381176,9.50742066028946,11.2490460175719,"Odonus niger","Moorea"
2,16.0868592837708,15.3886941300449,16.7726088985679,16.0676155688835,15.230974370965,16.8337543693711,"Odonus niger","Moorea"
3,19.0858361571331,18.2435604114758,19.8351728000834,19.4646958001164,18.653009072439,20.285961459424,"Odonus niger","Moorea"
4,20.7662088644266,19.5229961638091,21.7950800382142,21.5157107625533,20.2857587654063,22.6454556972438,"Odonus niger","Moorea"
5,21.7119906407618,20.1158318608429,23.0754372762501,22.7597864793769,21.0963555033977,24.3419874227999,"Odonus niger","Moorea"
6,22.2466333091049,20.3908351030264,23.8892502031616,23.5178640433465,21.5221277757344,25.512722581599,"Odonus niger","Moorea"
0,1.02095407927012,0.106904818070859,1.99327656210252,1.00347788761563,0.10681824113867,1.9705522703385,"Odonus niger","Moorea"
1,10.7095475867398,9.97424340593177,11.5030460413597,10.634022676451,9.97501438713044,11.3604121842945,"Odonus niger","Moorea"
2,16.0868592837708,15.3886941300449,16.7726088985679,16.1139778426135,15.4112891945226,16.8264777554494,"Odonus niger","Moorea"
3,19.0858361571331,18.2435604114758,19.8351728000834,19.2395733629345,18.5833558268321,19.883551591045,"Odonus niger","Moorea"
4,20.7662088644266,19.5229961638091,21.7950800382142,21.0264898939701,20.2623596718168,21.7691437942706,"Odonus niger","Moorea"
5,21.7119906407618,20.1158318608429,23.0754372762501,22.0504386765294,21.1108296398052,22.9434139090863,"Odonus niger","Moorea"
6,22.2466333091049,20.3908351030264,23.8892502031616,22.6385263111043,21.5324836944118,23.7054213641052,"Odonus niger","Moorea"
7,22.5501368837756,20.5245683564194,24.396574018256,22.9770457816305,21.7562470959194,24.1783613647735,"Odonus niger","Moorea"
8,22.7231331535935,20.5886473629397,24.6936445281133,23.1723409660445,21.8825290137748,24.4712619269537,"Odonus niger","Moorea"
9,22.8221324551338,20.6267902696876,24.8747227723251,23.2852567586493,21.9409568489609,24.6439535473093,"Odonus niger","Moorea"
10,22.8790051451695,20.6401380226519,24.9924820490513,23.3506845993253,21.9712509195625,24.7554914189483,"Odonus niger","Moorea"
11,22.911800255144,20.6465155676669,25.0605655001831,23.3886777375588,21.9942098812528,24.8220287412995,"Odonus niger","Moorea"
0,1.02095407927012,0.106904818070859,1.99327656210252,1.09523396076329,0.113777871410404,2.13359510121462,"Odonus niger","Moorea"
1,10.7095475867398,9.97424340593177,11.5030460413597,10.8771174478407,9.43975562015274,11.9730651954376,"Odonus niger","Moorea"
2,16.0868592837708,15.3886941300449,16.7726088985679,15.6799296292693,14.2830513145509,16.578820946063,"Odonus niger","Moorea"
3,19.0858361571331,18.2435604114758,19.8351728000834,18.1443396063796,15.312049291863,19.9577745080466,"Odonus niger","Moorea"
0,2.07057884939228,-0.0720114328665046,4.51511801663513,2.59243133591002,-0.0965091872470954,5.37398306706864,"Caranx melampygus","Moorea"
1,13.2680981234551,11.3877203622679,15.2650980678233,15.6140726316576,12.7764399290039,18.216224043991,"Caranx melampygus","Moorea"
2,22.0357239384704,19.9782216906052,24.1829482087731,24.010942153149,21.245247583879,26.0925037668839,"Caranx melampygus","Moorea"
3,28.9129292692551,26.916523233256,30.9104588095612,29.532518299974,27.4402021174379,31.3786342799726,"Caranx melampygus","Moorea"
4,34.316575858196,32.5878162098809,36.0948834386301,33.2285472717951,29.7311409302164,35.7297595871091,"Caranx melampygus","Moorea"
0,2.07057884939228,-0.0720114328665046,4.51511801663513,1.41884757904448,-0.0471778963072466,3.27197734154342,"Caranx melampygus","Moorea"
1,13.2680981234551,11.3877203622679,15.2650980678233,9.57239394922578,8.16077829361479,11.2656239797443,"Caranx melampygus","Moorea"
2,22.0357239384704,19.9782216906052,24.1829482087731,16.9128857757863,15.2598788429747,18.8157068442197,"Caranx melampygus","Moorea"
3,28.9129292692551,26.916523233256,30.9104588095612,23.5227643283531,21.622641384211,25.6206630215215,"Caranx melampygus","Moorea"
4,34.316575858196,32.5878162098809,36.0948834386301,29.4759729113809,27.4422286543629,31.6711850745879,"Caranx melampygus","Moorea"
5,38.5694605327038,36.8520119001673,40.2406932545258,34.8388471724057,32.7470115424048,37.0409421639217,"Caranx melampygus","Moorea"
6,41.922048811399,39.8208303845734,43.726843054682,39.6709106236209,37.6259962147542,41.7582514265192,"Caranx melampygus","Moorea"
7,44.5690635350488,41.8129740667227,46.7254395871358,44.025585630405,42.0646534769734,46.0151163250592,"Caranx melampygus","Moorea"
8,46.6621772331534,43.1205100594708,49.3317785251356,47.9508289935254,46.1021814330533,49.8165611862689,"Caranx melampygus","Moorea"
9,48.3197460274847,44.0594270568534,51.4625362301219,51.4897002506547,49.7312105641882,53.2549897565419,"Caranx melampygus","Moorea"
10,49.6342914220528,44.7738945173797,53.395680321495,54.6808699332985,52.9128559060886,56.4017285668217,"Caranx melampygus","Moorea"
11,50.6782634825354,45.2355969733045,54.9942525896981,57.5590742246163,55.6576412681675,59.3513665905646,"Caranx melampygus","Moorea"
12,51.508489435698,45.5467434383249,56.2974574618039,60.1555217607508,57.9658600212004,62.1346949904209,"Caranx melampygus","Moorea"
13,52.1696144538819,45.782116065811,57.4387350921679,62.4982576932694,59.9958039505725,64.83423749853,"Caranx melampygus","Moorea"
14,52.6967681150465,45.915900005046,58.4621808134236,64.6124895744039,61.7083354796651,67.2612385384898,"Caranx melampygus","Moorea"
15,53.1176346793017,46.0354215233276,59.2448004469766,66.5208791321999,63.1551465641269,69.581884292825,"Caranx melampygus","Moorea"
0,2.07057884939228,-0.0720114328665046,4.51511801663513,2.79686699603967,-0.115853717177572,5.81756420711195,"Caranx melampygus","Moorea"
1,13.2680981234551,11.3877203622679,15.2650980678233,16.3199888211563,14.3616061451875,18.3426239708142,"Caranx melampygus","Moorea"
2,22.0357239384704,19.9782216906052,24.1829482087731,24.5647934951012,22.6826882757083,26.425754418513,"Caranx melampygus","Moorea"
3,28.9129292692551,26.916523233256,30.9104588095612,29.6298575495133,28.0225881724076,31.2116580049974,"Caranx melampygus","Moorea"
4,34.316575858196,32.5878162098809,36.0948834386301,32.7648004967877,30.9422659510474,34.5826724496552,"Caranx melampygus","Moorea"
5,38.5694605327038,36.8520119001673,40.2406932545258,34.7194535268625,32.3952103353493,37.1680184018238,"Caranx melampygus","Moorea"
6,41.922048811399,39.8208303845734,43.726843054682,35.947109669618,33.1377740518065,39.140021688872,"Caranx melampygus","Moorea"
7,44.5690635350488,41.8129740667227,46.7254395871358,36.7237856294801,33.5187937263428,40.5464375554001,"Caranx melampygus","Moorea"
8,46.6621772331534,43.1205100594708,49.3317785251356,37.2187418956515,33.6583807180347,41.6088619489846,"Caranx melampygus","Moorea"
0,2.07057884939228,-0.0720114328665046,4.51511801663513,2.64960729746389,-0.115090512642412,5.48085252211101,"Caranx melampygus","Moorea"
1,13.2680981234551,11.3877203622679,15.2650980678233,15.8156545719841,13.3048985533556,18.3109112545512,"Caranx melampygus","Moorea"
2,22.0357239384704,19.9782216906052,24.1829482087731,24.1854727896324,21.7268665100403,26.2052355936434,"Caranx melampygus","Moorea"
3,28.9129292692551,26.916523233256,30.9104588095612,29.5957317974045,27.5224726053965,31.4323732024458,"Caranx melampygus","Moorea"
4,34.316575858196,32.5878162098809,36.0948834386301,33.1473847738168,29.6844818192257,35.6094841720423,"Caranx melampygus","Moorea"
0,2.07057884939228,-0.0720114328665046,4.51511801663513,2.75891047097979,-0.109407733295711,5.60569190089224,"Caranx melampygus","Moorea"
